,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Royce O'Neale,28:05,3.0,5.0,60.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,7.0,13.0,12/09/2021,Philadelphia 76ers,16.0
Bojan Bogdanovic,27:38,4.0,9.0,44.4,0.0,4.0,0.0,6.0,7.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,15.0,12/09/2021,Philadelphia 76ers,13.5
Rudy Gobert,29:22,6.0,11.0,54.5,0.0,0.0,0.0,5.0,8.0,62.5,6.0,15.0,21.0,1.0,0.0,2.0,1.0,4.0,17.0,17.0,12/09/2021,Philadelphia 76ers,48.25
Donovan Mitchell,29:21,8.0,19.0,42.1,5.0,10.0,50.0,1.0,2.0,50.0,1.0,0.0,1.0,6.0,2.0,0.0,2.0,2.0,22.0,7.0,12/09/2021,Philadelphia 76ers,37.75
Mike Conley,24:58,4.0,10.0,40.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,10.0,9.0,12/09/2021,Philadelphia 76ers,22.5
Hassan Whiteside,15:19,5.0,8.0,62.5,0.0,0.0,0.0,4.0,5.0,80.0,6.0,4.0,10.0,1.0,0.0,2.0,1.0,0.0,14.0,2.0,12/09/2021,Philadelphia 76ers,31.5
Joe Ingles,24:14,4.0,9.0,44.4,3.0,7.0,42.9,0.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,0.0,1.0,1.0,11.0,13.0,12/09/2021,Philadelphia 76ers,27.0
Jordan Clarkson,27:53,4.0,12.0,33.3,3.0,10.0,30.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,11.0,14.0,12/09/2021,Philadelphia 76ers,20.5
Rudy Gay,17:52,4.0,5.0,80.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,2.0,10.0,6.0,12/09/2021,Philadelphia 76ers,17.5
Trent Forrest,6:59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12/09/2021,Philadelphia 76ers,0.0
Eric Paschall,3:19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,12/09/2021,Philadelphia 76ers,1.5
Miye Oni,2:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12/09/2021,Philadelphia 76ers,1.25
Jared Butler,2:30,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,12/09/2021,Philadelphia 76ers,4.75
