,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Lauri Markkanen,30:54,7.0,19.0,36.8,0.0,6.0,0.0,0.0,3.0,0.0,3.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,14.0,1.0,10/24/2022,Houston Rockets,22.5
Kelly Olynyk,26:44,4.0,5.0,80.0,2.0,2.0,100.0,3.0,4.0,75.0,3.0,6.0,9.0,4.0,0.0,0.0,5.0,2.0,13.0,8.0,10/24/2022,Houston Rockets,28.75
Jarred Vanderbilt,32:01,6.0,10.0,60.0,0.0,1.0,0.0,1.0,2.0,50.0,4.0,7.0,11.0,2.0,1.0,1.0,2.0,4.0,13.0,-9.0,10/24/2022,Houston Rockets,32.75
Jordan Clarkson,28:11,7.0,14.0,50.0,2.0,6.0,33.3,1.0,1.0,100.0,2.0,2.0,4.0,4.0,0.0,1.0,3.0,3.0,17.0,1.0,10/24/2022,Houston Rockets,29.5
Mike Conley,27:18,3.0,6.0,50.0,0.0,3.0,0.0,1.0,3.0,33.3,0.0,2.0,2.0,7.0,3.0,2.0,2.0,0.0,7.0,1.0,10/24/2022,Houston Rockets,29.0
Walker Kessler,8:28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,10/24/2022,Houston Rockets,4.25
Collin Sexton,15:29,4.0,7.0,57.1,1.0,2.0,50.0,1.0,1.0,100.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,3.0,10.0,-5.0,10/24/2022,Houston Rockets,17.75
Malik Beasley,19:49,5.0,9.0,55.6,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,12.0,-7.0,10/24/2022,Houston Rockets,19.0
Rudy Gay,13:03,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,-7.0,10/24/2022,Houston Rockets,7.75
Talen Horton-Tucker,17:06,3.0,7.0,42.9,1.0,3.0,33.3,2.0,2.0,100.0,1.0,4.0,5.0,3.0,1.0,2.0,2.0,3.0,9.0,-7.0,10/24/2022,Houston Rockets,25.25
Simone Fontecchio,15:44,5.0,9.0,55.6,3.0,5.0,60.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,4.0,13.0,-4.0,10/24/2022,Houston Rockets,17.25
Nickeil Alexander-Walker,5:13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.0,10/24/2022,Houston Rockets,1.5
