,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Bojan Bogdanovic,28:55,6.0,12.0,50.0,1.0,3.0,33.3,3.0,4.0,75.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,4.0,16.0,-3.0,12/17/2021,San Antonio Spurs,25.25
Royce O'Neale,28:53,3.0,5.0,60.0,1.0,2.0,50.0,4.0,4.0,100.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,2.0,11.0,-3.0,12/17/2021,San Antonio Spurs,23.75
Rudy Gobert,32:58,5.0,8.0,62.5,0.0,0.0,0.0,6.0,8.0,75.0,4.0,10.0,14.0,2.0,0.0,2.0,0.0,1.0,16.0,7.0,12/17/2021,San Antonio Spurs,40.5
Donovan Mitchell,30:34,10.0,23.0,43.5,3.0,11.0,27.3,4.0,4.0,100.0,1.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,27.0,-7.0,12/17/2021,San Antonio Spurs,45.75
Mike Conley,31:13,7.0,17.0,41.2,4.0,10.0,40.0,0.0,0.0,0.0,1.0,5.0,6.0,6.0,0.0,1.0,0.0,0.0,18.0,7.0,12/17/2021,San Antonio Spurs,38.5
Joe Ingles,25:25,2.0,5.0,40.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0,5.0,-8.0,12/17/2021,San Antonio Spurs,16.0
Hassan Whiteside,13:12,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,3.0,8.0,-6.0,12/17/2021,San Antonio Spurs,11.5
Rudy Gay,20:56,1.0,3.0,33.3,0.0,1.0,0.0,2.0,4.0,50.0,1.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,4.0,-2.0,12/17/2021,San Antonio Spurs,14.0
Jordan Clarkson,25:55,8.0,15.0,53.3,3.0,7.0,42.9,2.0,2.0,100.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,21.0,4.0,12/17/2021,San Antonio Spurs,33.5
Trent Forrest,1:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12/17/2021,San Antonio Spurs,1.25
