,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Nassir Little,18:20,5.0,7.0,71.4,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,11.0,19.0,10/06/2022,Ra'anana Maccabi Ra'anana,19.5
Trendon Watford,20:12,4.0,4.0,100.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,10.0,25.0,10/06/2022,Ra'anana Maccabi Ra'anana,18.0
Drew Eubanks,19:47,2.0,3.0,66.7,0.0,0.0,0.0,2.0,3.0,66.7,1.0,3.0,4.0,2.0,0.0,3.0,0.0,1.0,6.0,17.0,10/06/2022,Ra'anana Maccabi Ra'anana,20.0
Keon Johnson,31:09,7.0,13.0,53.8,4.0,5.0,80.0,0.0,0.0,0.0,2.0,3.0,5.0,11.0,3.0,0.0,4.0,1.0,18.0,32.0,10/06/2022,Ra'anana Maccabi Ra'anana,46.75
Brandon Williams,21:24,4.0,6.0,66.7,2.0,4.0,50.0,4.0,5.0,80.0,0.0,1.0,1.0,4.0,2.0,0.0,2.0,2.0,14.0,23.0,10/06/2022,Ra'anana Maccabi Ra'anana,25.25
Jabari Walker,23:46,3.0,6.0,50.0,0.0,1.0,0.0,6.0,7.0,85.7,2.0,5.0,7.0,0.0,0.0,0.0,1.0,2.0,12.0,20.0,10/06/2022,Ra'anana Maccabi Ra'anana,20.25
Greg Brown III,13:59,4.0,4.0,100.0,1.0,1.0,100.0,3.0,6.0,50.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,12.0,8.0,10/06/2022,Ra'anana Maccabi Ra'anana,16.5
Shaedon Sharpe,22:41,10.0,13.0,76.9,1.0,4.0,25.0,6.0,6.0,100.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,27.0,29.0,10/06/2022,Ra'anana Maccabi Ra'anana,40.0
Olivier Sarr,13:54,3.0,4.0,75.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,6.0,6.0,2.0,1.0,4.0,1.0,3.0,9.0,25.0,10/06/2022,Ra'anana Maccabi Ra'anana,29.0
Jared Rhoden,21:30,1.0,3.0,33.3,0.0,0.0,0.0,8.0,8.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,10.0,21.0,10/06/2022,Ra'anana Maccabi Ra'anana,12.0
Isaiah Miller,15:14,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,15.0,10/06/2022,Ra'anana Maccabi Ra'anana,10.75
Devontae Cacok,6:04,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,10/06/2022,Ra'anana Maccabi Ra'anana,5.25
Wes Iwundu,12:00,1.0,1.0,100.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,5.0,20.0,10/06/2022,Ra'anana Maccabi Ra'anana,11.25
