,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Josh Hart,36:51,3.0,5.0,60.0,1.0,3.0,33.3,5.0,7.0,71.4,0.0,9.0,9.0,8.0,2.0,0.0,5.0,3.0,12.0,13.0,11/07/2022,Miami Heat,37.25
Jerami Grant,34:59,9.0,15.0,60.0,5.0,8.0,62.5,0.0,0.0,0.0,1.0,5.0,6.0,2.0,0.0,1.0,3.0,3.0,23.0,3.0,11/07/2022,Miami Heat,36.5
Jusuf Nurkic,28:39,1.0,2.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,10.0,11.0,3.0,2.0,0.0,2.0,3.0,4.0,-11.0,11/07/2022,Miami Heat,25.25
Anfernee Simons,31:34,9.0,20.0,45.0,4.0,12.0,33.3,3.0,3.0,100.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,25.0,-1.0,11/07/2022,Miami Heat,33.5
Damian Lillard,34:32,4.0,12.0,33.3,3.0,8.0,37.5,8.0,9.0,88.9,0.0,3.0,3.0,6.0,0.0,0.0,4.0,2.0,19.0,6.0,11/07/2022,Miami Heat,31.25
Justise Winslow,28:33,6.0,8.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,12.0,15.0,11/07/2022,Miami Heat,19.5
Drew Eubanks,13:06,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,11/07/2022,Miami Heat,7.25
Nassir Little,6:46,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,-7.0,11/07/2022,Miami Heat,8.25
Trendon Watford,13:01,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,11/07/2022,Miami Heat,8.75
Shaedon Sharpe,11:59,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,-4.0,11/07/2022,Miami Heat,6.25
