,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Norman Powell,32:06,8.0,13.0,61.5,5.0,6.0,83.3,2.0,4.0,50.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,23.0,7.0,11/09/2021,LA Clippers,35.75
Robert Covington,38:56,2.0,8.0,25.0,1.0,6.0,16.7,1.0,1.0,100.0,0.0,5.0,5.0,6.0,1.0,1.0,2.0,2.0,6.0,-5.0,11/09/2021,LA Clippers,24.75
Jusuf Nurkic,26:49,6.0,9.0,66.7,1.0,1.0,100.0,2.0,2.0,100.0,1.0,12.0,13.0,6.0,1.0,0.0,2.0,3.0,15.0,6.0,11/09/2021,LA Clippers,41.75
CJ McCollum,33:41,6.0,15.0,40.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,13.0,-6.0,11/09/2021,LA Clippers,24.25
Damian Lillard,38:56,11.0,23.0,47.8,4.0,13.0,30.8,1.0,1.0,100.0,1.0,4.0,5.0,6.0,0.0,0.0,2.0,0.0,27.0,-5.0,11/09/2021,LA Clippers,43.25
Anfernee Simons,23:23,2.0,7.0,28.6,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,-5.0,11/09/2021,LA Clippers,8.5
Cody Zeller,13:14,3.0,6.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,3.0,5.0,8.0,1.0,0.0,0.0,1.0,2.0,8.0,-12.0,11/09/2021,LA Clippers,19.0
Nassir Little,15:54,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,4.0,-15.0,11/09/2021,LA Clippers,16.0
Larry Nance Jr.,9:04,2.0,6.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,5.0,-3.0,11/09/2021,LA Clippers,14.0
Tony Snell,7:57,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-2.0,11/09/2021,LA Clippers,3.5
