,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Norman Powell,35:00,6.0,11.0,54.5,2.0,2.0,100.0,4.0,4.0,100.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,18.0,11.0,11/17/2021,Chicago Bulls,26.0
Robert Covington,24:03,4.0,7.0,57.1,2.0,5.0,40.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,10.0,0.0,11/17/2021,Chicago Bulls,27.75
Jusuf Nurkic,22:35,8.0,13.0,61.5,0.0,0.0,0.0,2.0,2.0,100.0,6.0,6.0,12.0,1.0,1.0,1.0,2.0,5.0,18.0,-2.0,11/17/2021,Chicago Bulls,37.5
CJ McCollum,37:52,4.0,14.0,28.6,1.0,5.0,20.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,9.0,-3.0,11/17/2021,Chicago Bulls,20.75
Damian Lillard,40:17,6.0,18.0,33.3,3.0,9.0,33.3,7.0,7.0,100.0,0.0,4.0,4.0,10.0,1.0,1.0,4.0,1.0,22.0,15.0,11/17/2021,Chicago Bulls,45.5
Anfernee Simons,17:48,1.0,3.0,33.3,0.0,1.0,0.0,4.0,5.0,80.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,6.0,-2.0,11/17/2021,Chicago Bulls,11.75
Cody Zeller,4:01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,-5.0,11/17/2021,Chicago Bulls,5.25
Nassir Little,24:00,1.0,7.0,14.3,0.0,4.0,0.0,4.0,4.0,100.0,0.0,7.0,7.0,0.0,0.0,0.0,2.0,3.0,6.0,5.0,11/17/2021,Chicago Bulls,13.75
Larry Nance Jr.,24:40,6.0,9.0,66.7,2.0,3.0,66.7,2.0,2.0,100.0,3.0,6.0,9.0,3.0,3.0,1.0,2.0,3.0,16.0,10.0,11/17/2021,Chicago Bulls,39.75
Tony Snell,9:44,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,-4.0,11/17/2021,Chicago Bulls,5.5
