,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Tobias Harris,34:15,1.0,5.0,20.0,1.0,3.0,33.3,0.0,0.0,0.0,2.0,6.0,8.0,6.0,1.0,0.0,1.0,3.0,3.0,0.0,10/26/2022,Toronto Raptors,24.0
P.J. Tucker,31:27,3.0,10.0,30.0,2.0,5.0,40.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,10/26/2022,Toronto Raptors,13.5
Joel Embiid,37:31,12.0,17.0,70.6,2.0,4.0,50.0,5.0,7.0,71.4,0.0,5.0,5.0,3.0,0.0,0.0,2.0,1.0,31.0,-5.0,10/26/2022,Toronto Raptors,41.75
Tyrese Maxey,43:14,12.0,21.0,57.1,4.0,8.0,50.0,3.0,4.0,75.0,1.0,4.0,5.0,6.0,2.0,1.0,4.0,0.0,31.0,-1.0,10/26/2022,Toronto Raptors,52.25
James Harden,35:39,5.0,12.0,41.7,3.0,6.0,50.0,5.0,6.0,83.3,0.0,7.0,7.0,9.0,0.0,1.0,3.0,2.0,18.0,-6.0,10/26/2022,Toronto Raptors,42.25
Montrezl Harrell,4:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,10/26/2022,Toronto Raptors,1.25
De'Anthony Melton,21:41,5.0,7.0,71.4,2.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,0.0,0.0,2.0,12.0,-13.0,10/26/2022,Toronto Raptors,30.25
Danuel House Jr.,14:43,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-10.0,10/26/2022,Toronto Raptors,3.5
Georges Niang,14:19,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,-8.0,10/26/2022,Toronto Raptors,4.25
Paul Reed,2:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,10/26/2022,Toronto Raptors,0.0
