,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Tobias Harris,31:10,4.0,6.0,66.7,3.0,4.0,75.0,2.0,2.0,100.0,2.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0,13.0,-2.0,10/29/2022,Chicago Bulls,30.75
P.J. Tucker,22:35,3.0,3.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,4.0,4.0,8.0,1.0,10/29/2022,Chicago Bulls,18.5
Joel Embiid,31:39,9.0,15.0,60.0,1.0,2.0,50.0,6.0,9.0,66.7,2.0,5.0,7.0,4.0,1.0,0.0,5.0,4.0,25.0,5.0,10/29/2022,Chicago Bulls,39.75
Tyrese Maxey,29:17,5.0,14.0,35.7,2.0,6.0,33.3,2.0,3.0,66.7,0.0,5.0,5.0,3.0,1.0,0.0,2.0,4.0,14.0,5.0,10/29/2022,Chicago Bulls,26.75
James Harden,35:60,2.0,13.0,15.4,0.0,5.0,0.0,11.0,11.0,100.0,0.0,6.0,6.0,11.0,2.0,0.0,3.0,0.0,15.0,-3.0,10/29/2022,Chicago Bulls,41.5
Matisse Thybulle,20:34,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,10/29/2022,Chicago Bulls,4.0
De'Anthony Melton,21:46,4.0,8.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,1.0,1.0,0.0,10.0,-2.0,10/29/2022,Chicago Bulls,24.25
Georges Niang,18:23,6.0,8.0,75.0,3.0,4.0,75.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,15.0,6.0,10/29/2022,Chicago Bulls,20.25
Shake Milton,6:55,3.0,5.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,5.0,10/29/2022,Chicago Bulls,12.0
Montrezl Harrell,11:59,1.0,4.0,25.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,10.0,10/29/2022,Chicago Bulls,13.0
Danuel House Jr.,9:42,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-2.0,10/29/2022,Chicago Bulls,3.0
