,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Max Strus,36:07,7.0,15.0,46.7,4.0,12.0,33.3,0.0,0.0,0.0,2.0,5.0,7.0,4.0,0.0,0.0,0.0,2.0,18.0,6.0,12/21/2021,Indiana Pacers,34.75
Duncan Robinson,30:03,10.0,16.0,62.5,6.0,10.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,26.0,21.0,12/21/2021,Indiana Pacers,31.25
Dewayne Dedmon,19:53,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,3.0,5.0,8.0,2.0,0.0,2.0,2.0,0.0,5.0,7.0,12/21/2021,Indiana Pacers,21.5
Gabe Vincent,32:16,5.0,13.0,38.5,3.0,8.0,37.5,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,13.0,18.0,12/21/2021,Indiana Pacers,24.25
Kyle Lowry,30:21,3.0,9.0,33.3,0.0,5.0,0.0,2.0,3.0,66.7,1.0,10.0,11.0,12.0,2.0,0.0,3.0,4.0,8.0,14.0,12/21/2021,Indiana Pacers,42.25
KZ Okpala,23:21,7.0,9.0,77.8,2.0,3.0,66.7,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,16.0,21.0,12/21/2021,Indiana Pacers,22.25
Omer Yurtseven,22:15,3.0,7.0,42.9,0.0,1.0,0.0,2.0,2.0,100.0,6.0,7.0,13.0,1.0,2.0,2.0,2.0,6.0,8.0,20.0,12/21/2021,Indiana Pacers,32.75
Tyler Herro,21:10,8.0,17.0,47.1,5.0,8.0,62.5,5.0,6.0,83.3,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,26.0,31.0,12/21/2021,Indiana Pacers,37.25
Marcus Garrett,18:43,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,2.0,2.0,5.0,12/21/2021,Indiana Pacers,10.75
Udonis Haslem,5:52,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,12/21/2021,Indiana Pacers,4.75
