,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Duncan Robinson,16:31,1.0,6.0,16.7,1.0,6.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,-21.0,03/12/2022,Minnesota Timberwolves,9.5
P.J. Tucker,23:17,3.0,7.0,42.9,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.0,3.0,4.0,6.0,-25.0,03/12/2022,Minnesota Timberwolves,13.25
Bam Adebayo,33:28,7.0,12.0,58.3,0.0,0.0,0.0,5.0,9.0,55.6,2.0,10.0,12.0,4.0,3.0,0.0,4.0,2.0,19.0,0.0,03/12/2022,Minnesota Timberwolves,44.0
Gabe Vincent,25:23,1.0,8.0,12.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,-22.0,03/12/2022,Minnesota Timberwolves,11.25
Kyle Lowry,37:24,4.0,12.0,33.3,2.0,8.0,25.0,4.0,6.0,66.7,2.0,5.0,7.0,7.0,0.0,0.0,3.0,2.0,14.0,-7.0,03/12/2022,Minnesota Timberwolves,32.75
Tyler Herro,36:30,8.0,19.0,42.1,6.0,10.0,60.0,8.0,8.0,100.0,0.0,7.0,7.0,2.0,2.0,0.0,1.0,1.0,30.0,11.0,03/12/2022,Minnesota Timberwolves,48.25
Max Strus,31:18,6.0,12.0,50.0,5.0,11.0,45.5,2.0,2.0,100.0,1.0,6.0,7.0,2.0,0.0,0.0,1.0,5.0,19.0,14.0,03/12/2022,Minnesota Timberwolves,32.75
Markieff Morris,17:02,3.0,7.0,42.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,4.0,2.0,6.0,6.0,03/12/2022,Minnesota Timberwolves,10.5
Dewayne Dedmon,14:32,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,1.0,1.0,3.0,2.0,-9.0,03/12/2022,Minnesota Timberwolves,13.5
Haywood Highsmith,4:36,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,03/12/2022,Minnesota Timberwolves,3.5
