,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Justin Steele, L (3-6)", 6 ,6,4,3,1,3,0,4.15,25,85,58,41,4,13,12,8,3,0,48,,,-0.189, 0.62,-0.00%, 0.02, -0.9,72° F, Wind 12mph in from Leftfield, Sunny, No Precipitation.
Rowan Wick, 1 ,1,0,0,0,2,0,5.02,4,17,13,7,2,4,2,0,0,0,,0,0,0.021, 0.28, 0.00%, 0.01, 0.5,72° F, Wind 12mph in from Leftfield, Sunny, No Precipitation.
Chris Martin, 0.2,2,2,2,0,1,0,4.34,4,21,14,9,2,3,0,3,1,0,,0,0,-0.033, 0.24,-0.00%, 0.01, -0.8,72° F, Wind 12mph in from Leftfield, Sunny, No Precipitation.
Daniel Norris, 1.1,3,1,1,2,2,0,7.22,9,32,20,9,6,5,0,5,3,0,,1,1,-0.027, 0.10,-0.00%, 0.00, -1.2,72° F, Wind 12mph in from Leftfield, Sunny, No Precipitation.
