IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 5.1,6,2,2,3,1,0,3.34,25,112,69,48,8,13,7,14,1,0,46,,,0.006, 1.14, 0.00%, 0.00, 0.5,71° F, Wind 5mph in from Centerfield, Cloudy, No Precipitation.
 1.2,0,0,0,0,1,0,0.00,4,20,12,8,1,3,2,1,0,0,,1,0,0.114, 0.88, 0.00%, 0.00, 1.0,71° F, Wind 5mph in from Centerfield, Cloudy, No Precipitation.
 1 ,2,0,0,0,0,0,4.69,4,9,7,4,1,2,2,2,1,0,,0,0,0.053, 1.23, 0.00%, 0.01, 0.5,71° F, Wind 5mph in from Centerfield, Cloudy, No Precipitation.
 1 ,1,0,0,0,0,0,1.93,3,14,9,7,0,2,1,2,1,0,,0,0,0.165, 2.97, 0.00%, 0.01, 0.5,71° F, Wind 5mph in from Centerfield, Cloudy, No Precipitation.
