IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 5.2,8,3,3,2,5,0,6.63,27,99,69,44,7,18,7,13,6,0,44,,,-0.030, 1.21,-0.00%, 0.07, -0.2,84° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
 0.1,0,0,0,0,1,0,6.23,1,7,4,3,1,0,0,0,0,0,,2,0,0.066, 2.49, 0.00%, 0.15, 0.5,84° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
 0.2,2,4,1,1,0,0,3.06,6,18,11,5,1,5,1,4,1,0,,0,0,-0.379, 1.28,-0.01%, 0.07, -2.8,84° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
 2.1,1,0,0,0,0,0,2.84,9,27,17,12,1,4,7,2,1,0,,1,1,-0.013, 0.26,-0.00%, 0.02, 0.4,84° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
