IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 7 ,3,1,1,1,8,0,3.96,26,91,67,38,13,16,12,5,4,0,74,,,0.293, 1.13, 0.01%, 0.04, 2.8,93° F, Wind 6mph from Left to Right, Sunny, No Precipitation.
 1 ,1,0,0,0,0,0,3.99,4,19,13,10,2,1,2,2,1,0,,0,0,0.080, 1.62, 0.00%, 0.06, 0.5,93° F, Wind 6mph from Left to Right, Sunny, No Precipitation.
 1 ,0,0,0,0,0,0,2.27,3,6,6,3,2,1,2,1,0,0,,0,0,0.081, 1.02, 0.00%, 0.04, 0.5,93° F, Wind 6mph from Left to Right, Sunny, No Precipitation.
