,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/17/2001,WAS,IND @ CLE,W,240,122,45,99,45.5,8,20,40.0,24,35,68.6,19,26,45,22,10,5,13,26,3
04/16/2001,CHH,IND @ CLE,L,240,83,34,85,40.0,4,12,33.3,11,16,68.8,11,26,37,22,10,2,19,21,-23
04/14/2001,DET,PHX @ LAC,L,265,124,46,97,47.4,3,14,21.4,29,38,76.3,15,35,50,29,11,5,18,36,-5
04/13/2001,NYK,PHX @ LAC,L,240,65,26,71,36.6,2,10,20.0,11,12,91.7,11,23,34,15,7,3,22,19,-36
04/11/2001,CLE,BOS @ IND,W,240,107,42,86,48.8,5,14,35.7,18,23,78.3,17,24,41,26,8,7,14,29,5
04/09/2001,DET,CHH @ NYK,L,240,69,28,94,29.8,1,10,10.0,12,18,66.7,13,36,49,17,13,2,18,25,-12
04/07/2001,HOU,CHH @ NYK,L,240,97,40,88,45.5,2,12,16.7,15,19,78.9,9,29,38,20,10,7,10,19,-13
04/05/2001,DAL,CHI @ IND,L,240,94,37,84,44.0,3,11,27.3,17,23,73.9,11,39,50,18,6,7,21,28,-14
03/31/2001,DEN,CHH @ NJN,W,240,99,44,91,48.4,4,18,22.2,7,13,53.8,16,35,51,30,10,2,15,15,11
03/29/2001,IND,MIN @ SAC,W,240,104,43,88,48.9,9,15,60.0,9,11,81.8,13,33,46,28,4,4,10,17,11
03/27/2001,BOS,MIN @ SAC,L,265,112,41,82,50.0,11,20,55.0,19,28,67.9,12,36,48,25,3,6,19,25,-3
03/25/2001,MIL,CLE @ SEA,L,240,98,38,81,46.9,6,17,35.3,16,20,80.0,14,26,40,26,5,1,19,22,-7
03/23/2001,TOR,CLE @ SEA,L,240,86,33,99,33.3,4,15,26.7,16,19,84.2,13,32,45,20,8,8,16,22,-26
03/22/2001,SAS,BOS @ NJN,L,240,101,38,84,45.2,5,15,33.3,20,22,90.9,11,20,31,17,11,4,11,20,-14
03/19/2001,LAL,BOS @ NJN,W,240,108,40,84,47.6,9,19,47.4,19,24,79.2,10,17,27,22,14,3,9,26,2
03/17/2001,DET,MIL @ DET,L,240,90,37,87,42.5,7,14,50.0,9,14,64.3,14,32,46,23,4,2,15,22,-16
03/16/2001,IND,MIL @ DET,L,240,97,39,88,44.3,8,21,38.1,11,17,64.7,10,27,37,22,9,3,17,32,-6
03/13/2001,VAN,SEA @ MIL,W,240,109,43,89,48.3,6,14,42.9,17,30,56.7,22,29,51,25,8,3,13,20,10
03/10/2001,CHI,MIA @ MIN,W,240,93,36,86,41.9,8,17,47.1,13,20,65.0,15,30,45,17,10,3,16,14,3
03/09/2001,PHI,MIA @ MIN,L,240,103,40,86,46.5,4,11,36.4,19,26,73.1,15,28,43,23,7,6,12,19,-5
03/07/2001,HOU,TOR @ SEA,L,240,98,39,88,44.3,6,21,28.6,14,20,70.0,15,32,47,24,8,4,17,30,-6
03/05/2001,UTA,UTA @ ATL,L,240,102,31,69,44.9,5,10,50.0,35,41,85.4,12,22,34,20,6,2,20,25,-7
03/03/2001,SAS,UTA @ ATL,L,240,95,35,79,44.3,5,8,62.5,20,23,87.0,4,27,31,22,7,5,11,24,-29
03/02/2001,CHH,UTA @ ATL,L,240,99,39,84,46.4,7,17,41.2,14,23,60.9,14,29,43,22,6,3,15,27,-6
02/28/2001,TOR,NJN @ TOR,L,240,88,31,81,38.3,4,12,33.3,22,27,81.5,11,28,39,18,7,1,12,21,-7
02/26/2001,UTA,MIL @ PHI,L,240,82,32,73,43.8,2,7,28.6,16,27,59.3,14,27,41,12,13,3,25,23,-17
02/24/2001,DEN,MIL @ PHI,L,240,82,32,88,36.4,3,8,37.5,15,22,68.2,13,35,48,22,7,7,15,22,-3
02/23/2001,LAL,PHI @ DET,L,240,106,43,92,46.7,3,11,27.3,17,18,94.4,10,29,39,16,5,4,14,19,-7
02/20/2001,SAC,GSW @ TOR,L,240,80,30,79,38.0,3,12,25.0,17,21,81.0,11,36,47,15,5,10,18,9,-14
02/18/2001,GSW,GSW @ TOR,W,240,98,37,82,45.1,7,11,63.6,17,18,94.4,10,39,49,21,9,8,20,25,7
02/17/2001,SEA,GSW @ TOR,W,240,101,41,81,50.6,6,11,54.5,13,17,76.5,12,32,44,28,5,7,17,18,7
02/14/2001,MIL,VAN @ GSW,L,240,98,37,89,41.6,5,7,71.4,19,23,82.6,18,32,50,21,6,7,13,22,-4
02/13/2001,CHI,DAL @ SAS,L,240,92,36,83,43.4,1,4,25.0,19,30,63.3,13,31,44,20,8,11,12,20,-4
02/08/2001,CHH,DAL @ SAS,L,240,84,34,80,42.5,3,10,30.0,13,17,76.5,12,31,43,20,3,5,18,16,-17
02/06/2001,NJN,DAL @ SAS,L,240,84,29,72,40.3,4,12,33.3,22,28,78.6,13,36,49,18,7,4,27,29,-6
02/05/2001,DAL,DAL @ ATL,L,240,81,32,86,37.2,3,9,33.3,14,22,63.6,17,36,53,19,9,2,15,20,-10
02/03/2001,ORL,DAL @ ATL,L,240,84,33,84,39.3,2,7,28.6,16,19,84.2,13,35,48,15,8,7,17,28,-12
02/02/2001,MIA,DAL @ ATL,L,240,80,35,79,44.3,0,6,0.0,10,15,66.7,7,31,38,17,8,4,14,23,-11
