,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Trey Murphy III,39:43,4.0,9.0,44.4,0.0,5.0,0.0,4.0,4.0,100.0,2.0,3.0,5.0,3.0,1.0,0.0,0.0,2.0,12.0,0.0,11/02/2022,Los Angeles Lakers,24.75
Zion Williamson,36:35,11.0,21.0,52.4,0.0,1.0,0.0,5.0,8.0,62.5,2.0,3.0,5.0,7.0,0.0,0.0,3.0,5.0,27.0,-13.0,11/02/2022,Los Angeles Lakers,42.25
Jonas Valanciunas,21:42,3.0,11.0,27.3,1.0,2.0,50.0,2.0,2.0,100.0,4.0,6.0,10.0,1.0,0.0,0.0,2.0,2.0,9.0,-10.0,11/02/2022,Los Angeles Lakers,22.5
Naji Marshall,38:32,3.0,8.0,37.5,1.0,3.0,33.3,2.0,2.0,100.0,0.0,5.0,5.0,3.0,3.0,1.0,2.0,1.0,9.0,-10.0,11/02/2022,Los Angeles Lakers,27.25
CJ McCollum,40:49,10.0,27.0,37.0,1.0,6.0,16.7,1.0,1.0,100.0,1.0,8.0,9.0,8.0,1.0,2.0,1.0,2.0,22.0,-3.0,11/02/2022,Los Angeles Lakers,51.25
Larry Nance Jr.,31:18,5.0,8.0,62.5,0.0,0.0,0.0,1.0,2.0,50.0,0.0,8.0,8.0,5.0,4.0,1.0,0.0,4.0,11.0,7.0,11/02/2022,Los Angeles Lakers,38.5
Devonte' Graham,18:20,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,4.0,2.0,11/02/2022,Los Angeles Lakers,6.75
Jose Alvarado,17:32,6.0,8.0,75.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,15.0,10.0,11/02/2022,Los Angeles Lakers,26.5
Dyson Daniels,16:07,3.0,5.0,60.0,2.0,3.0,66.7,0.0,2.0,0.0,1.0,4.0,5.0,2.0,0.0,1.0,1.0,0.0,8.0,5.0,11/02/2022,Los Angeles Lakers,19.75
Jaxson Hayes,4:22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,11/02/2022,Los Angeles Lakers,1.25
