,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Naji Marshall,18:58,2.0,6.0,33.3,1.0,4.0,25.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,6.0,5.0,-17.0,10/04/2022,Chicago Bulls,12.25
Zion Williamson,15:19,4.0,6.0,66.7,0.0,0.0,0.0,5.0,5.0,100.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,13.0,-1.0,10/04/2022,Chicago Bulls,21.0
Jonas Valanciunas,12:51,3.0,6.0,50.0,0.0,1.0,0.0,3.0,4.0,75.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,9.0,-8.0,10/04/2022,Chicago Bulls,12.25
Herbert Jones,12:11,3.0,5.0,60.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8.0,5.0,10/04/2022,Chicago Bulls,12.0
CJ McCollum,14:57,2.0,4.0,50.0,1.0,2.0,50.0,1.0,4.0,25.0,1.0,3.0,4.0,3.0,1.0,0.0,4.0,0.0,6.0,-1.0,10/04/2022,Chicago Bulls,16.0
Devonte' Graham,21:03,5.0,11.0,45.5,3.0,8.0,37.5,8.0,8.0,100.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,1.0,21.0,13.0,10/04/2022,Chicago Bulls,34.0
Jaxson Hayes,26:24,7.0,8.0,87.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,3.0,1.0,1.0,0.0,3.0,14.0,7.0,10/04/2022,Chicago Bulls,30.0
Garrett Temple,19:21,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,10/04/2022,Chicago Bulls,4.0
Jose Alvarado,21:38,3.0,6.0,50.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,2.0,0.0,3.0,2.0,6.0,10.0,10/04/2022,Chicago Bulls,22.5
Larry Nance Jr.,11:09,3.0,4.0,75.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,0.0,1.0,3.0,2.0,0.0,4.0,2.0,9.0,18.0,10/04/2022,Chicago Bulls,17.75
Willy Hernangomez,18:33,6.0,10.0,60.0,1.0,2.0,50.0,2.0,4.0,50.0,2.0,3.0,5.0,0.0,2.0,3.0,1.0,4.0,15.0,-6.0,10/04/2022,Chicago Bulls,31.25
Dyson Daniels,23:00,5.0,15.0,33.3,1.0,6.0,16.7,4.0,6.0,66.7,3.0,2.0,5.0,1.0,3.0,2.0,3.0,2.0,15.0,6.0,10/04/2022,Chicago Bulls,31.75
Daeqwon Plowden,7:00,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,-3.0,10/04/2022,Chicago Bulls,5.5
Dereon Seabron,6:17,2.0,3.0,66.7,0.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,-2.0,10/04/2022,Chicago Bulls,8.0
John Petty Jr.,5:52,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,10/04/2022,Chicago Bulls,2.5
Zylan Cheatham,5:27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10/04/2022,Chicago Bulls,3.25
