,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Brandon Ingram,36:46,12.0,24.0,50.0,3.0,4.0,75.0,2.0,2.0,100.0,2.0,4.0,6.0,2.0,0.0,2.0,2.0,2.0,29.0,-5.0,11/07/2022,Indiana Pacers,44.0
Zion Williamson,33:59,10.0,15.0,66.7,2.0,3.0,66.7,4.0,6.0,66.7,3.0,4.0,7.0,7.0,2.0,1.0,1.0,4.0,26.0,-9.0,11/07/2022,Indiana Pacers,51.75
Jonas Valanciunas,21:49,7.0,9.0,77.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,2.0,0.0,0.0,0.0,3.0,14.0,-13.0,11/07/2022,Indiana Pacers,25.75
Herbert Jones,28:34,7.0,12.0,58.3,1.0,3.0,33.3,1.0,1.0,100.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,16.0,-6.0,11/07/2022,Indiana Pacers,25.0
CJ McCollum,35:49,3.0,11.0,27.3,2.0,5.0,40.0,1.0,2.0,50.0,2.0,3.0,5.0,7.0,1.0,0.0,3.0,3.0,9.0,-11.0,11/07/2022,Indiana Pacers,27.25
Jose Alvarado,14:16,0.0,5.0,0.0,0.0,3.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,11/07/2022,Indiana Pacers,9.5
Larry Nance Jr.,14:11,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,3.0,4.0,11/07/2022,Indiana Pacers,14.0
Trey Murphy III,28:11,4.0,7.0,57.1,3.0,6.0,50.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,2.0,0.0,1.0,1.0,11.0,8.0,11/07/2022,Indiana Pacers,25.0
Devonte' Graham,20:22,3.0,9.0,33.3,3.0,8.0,37.5,2.0,2.0,100.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,11/07/2022,Indiana Pacers,21.0
Naji Marshall,6:03,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,-3.0,11/07/2022,Indiana Pacers,4.5
