IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 7 ,7,2,2,1,5,1,4.37,27,101,65,33,12,20,11,10,2,0,59,,,0.247, 1.22, 0.10%, 0.81, 1.6,77° F, Wind 5mph from Right to Left, Sunny, No Precipitation.
 1 ,0,0,0,0,0,0,0.93,3,9,6,5,0,1,1,2,1,0,,0,0,0.091, 1.18, 0.04%, 0.79, 0.5,77° F, Wind 5mph from Right to Left, Sunny, No Precipitation.
 1 ,0,0,0,0,1,0,1.70,3,12,9,4,0,5,1,1,1,0,,0,0,0.093, 1.21, 0.04%, 0.81, 0.5,77° F, Wind 5mph from Right to Left, Sunny, No Precipitation.
