,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Spenser Watkins, W (3-1)", 5 ,4,1,1,2,5,0,3.93,21,86,52,28,9,15,4,10,4,0,58,,,0.102, 0.88, 0.04%, 0.64, 1.2,72° F, Wind 12mph in from Leftfield, Sunny, No Precipitation.
"Dillon Tate, H (12)", 1 ,0,0,0,0,1,0,2.55,3,10,9,5,2,2,1,1,1,0,,1,0,0.103, 1.39, 0.04%, 1.00, 0.9,72° F, Wind 12mph in from Leftfield, Sunny, No Precipitation.
"Cionel Pérez, H (13)", 1 ,0,0,0,0,0,0,0.90,3,12,8,5,0,3,2,1,1,0,,0,0,0.056, 0.73, 0.02%, 0.53, 0.5,72° F, Wind 12mph in from Leftfield, Sunny, No Precipitation.
Joey Krehbiel, 1 ,1,0,0,0,2,0,2.27,4,25,17,10,2,5,0,2,2,0,,0,0,0.008, 0.10, 0.00%, 0.07, 0.5,72° F, Wind 12mph in from Leftfield, Sunny, No Precipitation.
Bryan Baker, 1 ,1,0,0,1,2,0,4.38,5,20,12,6,3,3,2,0,0,0,,0,0,0.003, 0.18, 0.00%, 0.13, 0.5,72° F, Wind 12mph in from Leftfield, Sunny, No Precipitation.
