,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Cody Martin,35:51,5.0,11.0,45.5,3.0,7.0,42.9,0.0,0.0,0.0,2.0,3.0,5.0,2.0,2.0,0.0,1.0,4.0,13.0,-14.0,01/05/2024,Chicago Bulls,27.25,OKC @ BKN
Miles Bridges,41:58,12.0,18.0,66.7,3.0,7.0,42.9,1.0,2.0,50.0,0.0,5.0,5.0,2.0,0.0,0.0,2.0,1.0,28.0,-9.0,01/05/2024,Chicago Bulls,37.75,OKC @ BKN
Nick Richards,27:00,2.0,6.0,33.3,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,12.0,1.0,0.0,0.0,2.0,4.0,4.0,-4.0,01/05/2024,Chicago Bulls,19.5,OKC @ BKN
Brandon Miller,22:46,3.0,13.0,23.1,1.0,7.0,14.3,2.0,2.0,100.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,9.0,3.0,01/05/2024,Chicago Bulls,16.75,OKC @ BKN
Terry Rozier,36:24,5.0,17.0,29.4,1.0,7.0,14.3,4.0,4.0,100.0,1.0,3.0,4.0,7.0,1.0,0.0,3.0,2.0,15.0,-10.0,01/05/2024,Chicago Bulls,31.5,OKC @ BKN
Ish Smith,16:10,3.0,9.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,6.0,-8.0,01/05/2024,Chicago Bulls,16.5,OKC @ BKN
P.J. Washington,6:04,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,01/05/2024,Chicago Bulls,6.75,OKC @ BKN
Nathan Mensah,17:06,1.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,4.0,4.0,-5.0,01/05/2024,Chicago Bulls,10.0,OKC @ BKN
Nick Smith Jr.,16:00,4.0,6.0,66.7,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,10.0,-9.0,01/05/2024,Chicago Bulls,15.0,OKC @ BKN
JT Thor,15:59,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,-6.0,01/05/2024,Chicago Bulls,6.0,OKC @ BKN
Bryce McGowens,4:42,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,01/05/2024,Chicago Bulls,2.0,OKC @ BKN
