,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Bryce McGowens,23:16,4.0,8.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,10.0,-16.0,01/01/2024,Denver Nuggets,18.0,DEN @ GSW
Miles Bridges,36:01,10.0,14.0,71.4,3.0,5.0,60.0,3.0,5.0,60.0,0.0,9.0,9.0,5.0,1.0,0.0,2.0,1.0,26.0,-23.0,01/01/2024,Denver Nuggets,47.25,DEN @ GSW
Nick Richards,29:57,7.0,12.0,58.3,0.0,0.0,0.0,1.0,2.0,50.0,2.0,6.0,8.0,1.0,1.0,1.0,0.0,2.0,15.0,-29.0,01/01/2024,Denver Nuggets,30.5,DEN @ GSW
Brandon Miller,31:50,5.0,17.0,29.4,3.0,9.0,33.3,2.0,2.0,100.0,0.0,5.0,5.0,1.0,0.0,0.0,2.0,1.0,15.0,-31.0,01/01/2024,Denver Nuggets,23.25,DEN @ GSW
Ish Smith,29:04,5.0,12.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,4.0,2.0,10.0,-28.0,01/01/2024,Denver Nuggets,17.75,DEN @ GSW
Cody Martin,24:44,0.0,6.0,0.0,0.0,3.0,0.0,2.0,4.0,50.0,1.0,2.0,3.0,6.0,2.0,2.0,0.0,0.0,2.0,-2.0,01/01/2024,Denver Nuggets,22.75,DEN @ GSW
P.J. Washington,25:37,2.0,5.0,40.0,1.0,3.0,33.3,1.0,1.0,100.0,1.0,5.0,6.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,01/01/2024,Denver Nuggets,13.0,DEN @ GSW
Nick Smith Jr.,18:56,2.0,8.0,25.0,1.0,3.0,33.3,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,5.0,10.0,01/01/2024,Denver Nuggets,13.25,DEN @ GSW
Nathan Mensah,12:19,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,01/01/2024,Denver Nuggets,7.0,DEN @ GSW
JT Thor,4:08,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,01/01/2024,Denver Nuggets,6.5,DEN @ GSW
James Bouknight,4:08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,01/01/2024,Denver Nuggets,3.0,DEN @ GSW
