,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
MarJon Beauchamp,29:55,7.0,13.0,53.8,5.0,8.0,62.5,0.0,0.0,0.0,3.0,5.0,8.0,0.0,2.0,0.0,2.0,5.0,19.0,14.0,11/09/2022,Oklahoma City Thunder,34.5
Bobby Portis,34:16,4.0,12.0,33.3,1.0,1.0,100.0,4.0,4.0,100.0,1.0,8.0,9.0,2.0,1.0,0.0,2.0,2.0,13.0,6.0,11/09/2022,Oklahoma City Thunder,28.75
Brook Lopez,45:41,11.0,23.0,47.8,1.0,6.0,16.7,1.0,2.0,50.0,4.0,9.0,13.0,1.0,1.0,5.0,1.0,0.0,24.0,10.0,11/09/2022,Oklahoma City Thunder,53.75
Grayson Allen,35:03,5.0,8.0,62.5,2.0,3.0,66.7,6.0,6.0,100.0,1.0,2.0,3.0,6.0,0.0,1.0,3.0,5.0,18.0,10.0,11/09/2022,Oklahoma City Thunder,32.25
Jevon Carter,44:46,15.0,27.0,55.6,5.0,10.0,50.0,1.0,2.0,50.0,0.0,4.0,4.0,12.0,1.0,0.0,5.0,5.0,36.0,3.0,11/09/2022,Oklahoma City Thunder,61.0
George Hill,35:24,3.0,6.0,50.0,1.0,1.0,100.0,5.0,6.0,83.3,0.0,2.0,2.0,5.0,3.0,0.0,1.0,1.0,12.0,-4.0,11/09/2022,Oklahoma City Thunder,28.0
Jordan Nwora,17:17,1.0,9.0,11.1,1.0,5.0,20.0,2.0,2.0,100.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,-14.0,11/09/2022,Oklahoma City Thunder,14.25
Serge Ibaka,12:15,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,-4.0,11/09/2022,Oklahoma City Thunder,9.5
Wesley Matthews,29:07,2.0,4.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,5.0,-3.0,11/09/2022,Oklahoma City Thunder,10.0
Sandro Mamukelashvili,6:16,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11/09/2022,Oklahoma City Thunder,3.75
