,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Wesley Matthews,21:41,1.0,5.0,20.0,0.0,3.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,-23.0,05/15/2022,5.0
Giannis Antetokounmpo,43:09,10.0,26.0,38.5,1.0,4.0,25.0,4.0,6.0,66.7,3.0,17.0,20.0,9.0,2.0,1.0,5.0,3.0,25.0,-20.0,05/15/2022,67.5
Brook Lopez,37:09,6.0,12.0,50.0,1.0,6.0,16.7,2.0,2.0,100.0,4.0,6.0,10.0,0.0,0.0,3.0,2.0,3.0,15.0,-20.0,05/15/2022,33.0
Grayson Allen,21:38,0.0,6.0,0.0,0.0,4.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,-5.0,05/15/2022,4.75
Jrue Holiday,40:56,9.0,21.0,42.9,0.0,6.0,0.0,3.0,4.0,75.0,1.0,4.0,5.0,8.0,2.0,0.0,1.0,4.0,21.0,-19.0,05/15/2022,42.75
Pat Connaughton,32:02,1.0,6.0,16.7,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,1.0,2.0,-17.0,05/15/2022,12.5
Bobby Portis,21:54,4.0,9.0,44.4,2.0,3.0,66.7,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,1.0,3.0,3.0,10.0,-9.0,05/15/2022,21.0
George Hill,11:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,-7.0,05/15/2022,2.0
Thanasis Antetokounmpo,2:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,05/15/2022,1.25
Jordan Nwora,2:03,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,05/15/2022,2.0
Rayjon Tucker,2:03,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,05/15/2022,0.0
Luca Vildoza,2:03,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,-4.0,05/15/2022,4.75
Jevon Carter,2:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,05/15/2022,0.0
