,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Bobby Portis,25:28,7.0,14.0,50.0,4.0,8.0,50.0,0.0,0.0,0.0,3.0,13.0,16.0,0.0,0.0,0.0,1.0,2.0,18.0,20.0,04/22/2022,Chicago Bulls,39.5
Giannis Antetokounmpo,29:01,7.0,12.0,58.3,0.0,3.0,0.0,4.0,5.0,80.0,0.0,7.0,7.0,9.0,0.0,1.0,4.0,3.0,18.0,36.0,04/22/2022,Chicago Bulls,40.25
Brook Lopez,25:24,4.0,9.0,44.4,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,9.0,13.0,04/22/2022,Chicago Bulls,17.5
Wesley Matthews,24:47,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,14.0,04/22/2022,Chicago Bulls,10.25
Jrue Holiday,29:56,7.0,14.0,50.0,1.0,5.0,20.0,1.0,2.0,50.0,1.0,5.0,6.0,6.0,1.0,1.0,2.0,0.0,16.0,27.0,04/22/2022,Chicago Bulls,36.0
Grayson Allen,24:50,8.0,12.0,66.7,5.0,7.0,71.4,1.0,1.0,100.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,22.0,15.0,04/22/2022,Chicago Bulls,36.0
Jevon Carter,17:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,19.0,04/22/2022,Chicago Bulls,9.25
Pat Connaughton,20:49,3.0,8.0,37.5,2.0,7.0,28.6,3.0,3.0,100.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,11.0,18.0,04/22/2022,Chicago Bulls,22.5
Serge Ibaka,8:39,2.0,7.0,28.6,0.0,1.0,0.0,1.0,2.0,50.0,2.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,5.0,-2.0,04/22/2022,Chicago Bulls,12.0
Thanasis Antetokounmpo,8:39,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,-2.0,04/22/2022,Chicago Bulls,7.5
Jordan Nwora,8:39,1.0,6.0,16.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,-2.0,04/22/2022,Chicago Bulls,4.75
Rayjon Tucker,8:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,04/22/2022,Chicago Bulls,2.5
Luca Vildoza,8:02,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,-3.0,04/22/2022,Chicago Bulls,13.25
