,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Wesley Matthews,28:37,3.0,5.0,60.0,3.0,4.0,75.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,12.0,7.0,05/09/2022,19.5
Giannis Antetokounmpo,41:03,14.0,32.0,43.8,0.0,4.0,0.0,6.0,11.0,54.5,2.0,16.0,18.0,5.0,0.0,0.0,4.0,5.0,34.0,1.0,05/09/2022,62.0
Brook Lopez,28:42,6.0,11.0,54.5,0.0,1.0,0.0,5.0,6.0,83.3,5.0,2.0,7.0,0.0,0.0,1.0,1.0,3.0,17.0,-7.0,05/09/2022,27.25
Grayson Allen,28:47,3.0,7.0,42.9,1.0,4.0,25.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,7.0,-10.0,05/09/2022,11.5
Jrue Holiday,40:54,5.0,22.0,22.7,1.0,6.0,16.7,5.0,5.0,100.0,2.0,5.0,7.0,9.0,3.0,0.0,2.0,3.0,16.0,-23.0,05/09/2022,43.75
Bobby Portis,14:58,2.0,7.0,28.6,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,-6.0,05/09/2022,13.0
Pat Connaughton,30:17,4.0,8.0,50.0,3.0,6.0,50.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,11.0,-6.0,05/09/2022,25.25
George Hill,23:05,1.0,1.0,100.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,-6.0,05/09/2022,9.75
Thanasis Antetokounmpo,0:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,05/09/2022,0.0
Jevon Carter,0:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,05/09/2022,0.0
Luca Vildoza,0:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,05/09/2022,0.0
Rayjon Tucker,0:43,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,05/09/2022,2.0
Jordan Nwora,0:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,05/09/2022,0.0
