,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Pat Connaughton,19:42,2.0,7.0,28.6,2.0,7.0,28.6,3.0,5.0,60.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,9.0,-13.0,10/08/2022,Atlanta Hawks,19.5
Bobby Portis,20:13,7.0,14.0,50.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,3.0,15.0,-18.0,10/08/2022,Atlanta Hawks,21.25
Brook Lopez,16:58,1.0,5.0,20.0,0.0,3.0,0.0,4.0,4.0,100.0,1.0,3.0,4.0,1.0,0.0,1.0,3.0,3.0,6.0,-7.0,10/08/2022,Atlanta Hawks,13.0
Grayson Allen,16:19,2.0,5.0,40.0,1.0,3.0,33.3,2.0,2.0,100.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,7.0,-16.0,10/08/2022,Atlanta Hawks,11.75
Jrue Holiday,18:17,4.0,11.0,36.4,1.0,3.0,33.3,3.0,3.0,100.0,1.0,3.0,4.0,4.0,0.0,1.0,1.0,1.0,12.0,-4.0,10/08/2022,Atlanta Hawks,25.0
Jevon Carter,19:09,2.0,2.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,-6.0,10/08/2022,Atlanta Hawks,13.75
Sandro Mamukelashvili,17:52,1.0,3.0,33.3,0.0,2.0,0.0,7.0,8.0,87.5,1.0,3.0,4.0,4.0,2.0,0.0,1.0,2.0,9.0,9.0,10/08/2022,Atlanta Hawks,23.5
Jordan Nwora,21:53,3.0,7.0,42.9,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,3.0,7.0,2.0,10/08/2022,Atlanta Hawks,13.5
Serge Ibaka,14:40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,2.0,0.0,4.0,5.0,0.0,-12.0,10/08/2022,Atlanta Hawks,9.75
George Hill,12:48,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,6.0,-13.0,10/08/2022,Atlanta Hawks,8.75
MarJon Beauchamp,21:41,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,100.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,5.0,10/08/2022,Atlanta Hawks,7.75
Thanasis Antetokounmpo,9:41,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,10/08/2022,Atlanta Hawks,5.25
Marques Bolden,6:47,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10/08/2022,Atlanta Hawks,3.5
A.J. Green,12:00,3.0,6.0,50.0,3.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,12.0,10/08/2022,Atlanta Hawks,12.0
Lindell Wigginton,9:59,4.0,6.0,66.7,3.0,4.0,75.0,5.0,6.0,83.3,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,16.0,13.0,10/08/2022,Atlanta Hawks,21.75
Luca Vildoza,2:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,10/08/2022,Atlanta Hawks,1.0
