,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Khris Middleton,32:50,6.0,11.0,54.5,5.0,7.0,71.4,1.0,1.0,100.0,1.0,4.0,5.0,8.0,2.0,0.0,4.0,4.0,18.0,-1.0,04/20/2022,40.75
Giannis Antetokounmpo,40:15,11.0,20.0,55.0,0.0,2.0,0.0,11.0,18.0,61.1,3.0,15.0,18.0,9.0,1.0,2.0,3.0,3.0,33.0,1.0,04/20/2022,73.5
Brook Lopez,35:12,9.0,15.0,60.0,3.0,6.0,50.0,4.0,4.0,100.0,2.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,25.0,-1.0,04/20/2022,36.25
Wesley Matthews,34:02,4.0,7.0,57.1,3.0,6.0,50.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,11.0,-13.0,04/20/2022,20.5
Jrue Holiday,37:54,6.0,16.0,37.5,2.0,5.0,40.0,1.0,2.0,50.0,0.0,6.0,6.0,6.0,0.0,1.0,6.0,3.0,15.0,-8.0,04/20/2022,31.5
Grayson Allen,21:28,1.0,4.0,25.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,-3.0,04/20/2022,5.75
Bobby Portis,5:50,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,-1.0,04/20/2022,4.0
Jevon Carter,9:18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,04/20/2022,2.5
Pat Connaughton,22:33,1.0,6.0,16.7,1.0,6.0,16.7,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,04/20/2022,10.25
Serge Ibaka,0:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,04/20/2022,0.0
