,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Michael Porter Jr.,25:08,3.0,10.0,30.0,1.0,6.0,16.7,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,7.0,-24.0,11/11/2022,Boston Celtics,12.5
Aaron Gordon,30:24,6.0,10.0,60.0,1.0,2.0,50.0,4.0,6.0,66.7,3.0,4.0,7.0,2.0,0.0,0.0,0.0,3.0,17.0,-4.0,11/11/2022,Boston Celtics,29.25
Nikola Jokic,29:44,12.0,20.0,60.0,2.0,4.0,50.0,3.0,4.0,75.0,3.0,5.0,8.0,3.0,0.0,0.0,2.0,4.0,29.0,-14.0,11/11/2022,Boston Celtics,43.5
Jamal Murray,34:42,6.0,17.0,35.3,1.0,5.0,20.0,1.0,2.0,50.0,0.0,4.0,4.0,10.0,0.0,0.0,0.0,2.0,14.0,-12.0,11/11/2022,Boston Celtics,34.5
Kentavious Caldwell-Pope,33:34,5.0,11.0,45.5,5.0,7.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,-6.0,11/11/2022,Boston Celtics,19.0
Bruce Brown,36:41,5.0,14.0,35.7,1.0,2.0,50.0,5.0,5.0,100.0,5.0,5.0,10.0,6.0,2.0,0.0,1.0,1.0,16.0,-8.0,11/11/2022,Boston Celtics,41.5
Jeff Green,21:06,2.0,4.0,50.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,7.0,-12.0,11/11/2022,Boston Celtics,12.5
DeAndre Jordan,9:11,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-5.0,11/11/2022,Boston Celtics,4.0
Christian Braun,13:18,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,-7.0,11/11/2022,Boston Celtics,7.5
Davon Reed,2:09,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-1.0,11/11/2022,Boston Celtics,3.0
Zeke Nnaji,2:02,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,11/11/2022,Boston Celtics,2.75
Vlatko Cancar,2:02,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,11/11/2022,Boston Celtics,0.0
