,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Jeff Green,23:11,2.0,3.0,66.7,2.0,2.0,100.0,1.0,2.0,50.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,7.0,-7.0,04/16/2022,16.5
Aaron Gordon,26:21,3.0,10.0,30.0,0.0,3.0,0.0,2.0,3.0,66.7,3.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,8.0,-11.0,04/16/2022,14.25
Nikola Jokic,34:34,12.0,25.0,48.0,0.0,4.0,0.0,1.0,2.0,50.0,4.0,6.0,10.0,6.0,3.0,1.0,3.0,4.0,25.0,-19.0,04/16/2022,53.0
Will Barton,35:34,10.0,18.0,55.6,2.0,6.0,33.3,2.0,2.0,100.0,0.0,6.0,6.0,5.0,0.0,1.0,3.0,1.0,24.0,-14.0,04/16/2022,40.5
Monte Morris,31:23,4.0,9.0,44.4,1.0,5.0,20.0,1.0,1.0,100.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,3.0,10.0,-13.0,04/16/2022,25.0
Austin Rivers,26:06,2.0,5.0,40.0,0.0,3.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,-7.0,04/16/2022,7.25
JaMychal Green,14:44,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,3.0,3.0,-13.0,04/16/2022,10.0
Bones Hyland,17:07,4.0,10.0,40.0,2.0,7.0,28.6,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,4.0,10.0,-3.0,04/16/2022,17.5
Bryn Forbes,13:47,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,04/16/2022,7.5
DeMarcus Cousins,9:39,2.0,5.0,40.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0,-1.0,04/16/2022,15.0
Vlatko Cancar,3:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,04/16/2022,2.25
Zeke Nnaji,3:47,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,04/16/2022,3.5
