,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Michael Porter Jr.,27:39,8.0,15.0,53.3,5.0,10.0,50.0,1.0,1.0,100.0,2.0,4.0,6.0,1.0,1.0,1.0,3.0,4.0,22.0,20.0,10/22/2022,Oklahoma City Thunder,36.0
Aaron Gordon,28:22,3.0,9.0,33.3,1.0,3.0,33.3,4.0,8.0,50.0,5.0,5.0,10.0,2.0,0.0,2.0,2.0,0.0,11.0,19.0,10/22/2022,Oklahoma City Thunder,30.0
Nikola Jokic,38:41,6.0,10.0,60.0,1.0,1.0,100.0,6.0,9.0,66.7,1.0,15.0,16.0,13.0,1.0,1.0,3.0,2.0,19.0,18.0,10/22/2022,Oklahoma City Thunder,61.5
Kentavious Caldwell-Pope,31:56,7.0,13.0,53.8,6.0,10.0,60.0,1.0,1.0,100.0,0.0,5.0,5.0,2.0,0.0,0.0,2.0,5.0,21.0,16.0,10/22/2022,Oklahoma City Thunder,32.25
Jamal Murray,27:30,6.0,12.0,50.0,1.0,4.0,25.0,3.0,4.0,75.0,0.0,4.0,4.0,5.0,2.0,0.0,5.0,0.0,16.0,10.0,10/22/2022,Oklahoma City Thunder,30.5
Christian Braun,16:30,3.0,5.0,60.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,-14.0,10/22/2022,Oklahoma City Thunder,18.25
Bruce Brown,26:16,2.0,8.0,25.0,1.0,3.0,33.3,0.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,-5.0,10/22/2022,Oklahoma City Thunder,14.5
Jeff Green,19:38,5.0,5.0,100.0,2.0,2.0,100.0,2.0,4.0,50.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,14.0,-14.0,10/22/2022,Oklahoma City Thunder,19.25
Bones Hyland,14:16,0.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,-15.0,10/22/2022,Oklahoma City Thunder,6.25
Zeke Nnaji,9:14,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,-10.0,10/22/2022,Oklahoma City Thunder,3.5
