,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Michael Porter Jr.,22:35,2.0,11.0,18.2,1.0,5.0,20.0,4.0,5.0,80.0,1.0,4.0,5.0,1.0,2.0,0.0,2.0,2.0,9.0,-7.0,10/10/2022,Phoenix Suns,20.25
Jeff Green,23:10,3.0,7.0,42.9,0.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,-3.0,10/10/2022,Phoenix Suns,11.0
DeAndre Jordan,22:27,3.0,5.0,60.0,0.0,0.0,0.0,1.0,1.0,100.0,4.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,7.0,-5.0,10/10/2022,Phoenix Suns,22.5
Bruce Brown,27:48,4.0,9.0,44.4,2.0,5.0,40.0,2.0,2.0,100.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,5.0,12.0,-3.0,10/10/2022,Phoenix Suns,18.0
Bones Hyland,20:12,6.0,15.0,40.0,2.0,7.0,28.6,2.0,2.0,100.0,2.0,4.0,6.0,3.0,1.0,2.0,0.0,1.0,16.0,0.0,10/10/2022,Phoenix Suns,35.0
Davon Reed,19:20,1.0,4.0,25.0,1.0,4.0,25.0,2.0,4.0,50.0,1.0,5.0,6.0,3.0,3.0,0.0,1.0,3.0,5.0,2.0,10/10/2022,Phoenix Suns,23.0
Christian Braun,25:33,3.0,5.0,60.0,1.0,2.0,50.0,4.0,6.0,66.7,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,11.0,7.0,10/10/2022,Phoenix Suns,15.5
Ish Smith,24:34,7.0,12.0,58.3,1.0,1.0,100.0,2.0,4.0,50.0,0.0,3.0,3.0,7.0,0.0,0.0,3.0,2.0,17.0,3.0,10/10/2022,Phoenix Suns,30.25
Zeke Nnaji,20:36,3.0,5.0,60.0,1.0,3.0,33.3,2.0,6.0,33.3,1.0,4.0,5.0,1.0,0.0,0.0,1.0,4.0,9.0,6.0,10/10/2022,Phoenix Suns,16.75
Vlatko Cancar,22:31,3.0,6.0,50.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,9.0,8.0,10/10/2022,Phoenix Suns,13.0
Peyton Watson,6:17,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,10/10/2022,Phoenix Suns,4.0
Jack White,4:57,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,10/10/2022,Phoenix Suns,2.75
