,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Marcus Smart,33:06,2.0,10.0,20.0,0.0,5.0,0.0,2.0,3.0,66.7,0.0,5.0,5.0,2.0,1.0,0.0,3.0,4.0,6.0,11.0,01/03/2024,Toronto Raptors,15.75,OKC @ BKN
Jaren Jackson Jr.,36:44,7.0,18.0,38.9,4.0,8.0,50.0,6.0,6.0,100.0,1.0,3.0,4.0,0.0,1.0,4.0,3.0,1.0,24.0,5.0,01/03/2024,Toronto Raptors,39.5,OKC @ BKN
Xavier Tillman,23:27,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,3.0,4.0,-15.0,01/03/2024,Toronto Raptors,13.25,OKC @ BKN
Desmond Bane,37:45,9.0,18.0,50.0,2.0,6.0,33.3,2.0,2.0,100.0,2.0,2.0,4.0,8.0,0.0,0.0,0.0,4.0,22.0,5.0,01/03/2024,Toronto Raptors,40.0,OKC @ BKN
Ja Morant,34:53,10.0,18.0,55.6,3.0,6.0,50.0,5.0,6.0,83.3,1.0,7.0,8.0,9.0,1.0,0.0,2.0,1.0,28.0,-7.0,01/03/2024,Toronto Raptors,54.0,OKC @ BKN
Santi Aldama,21:34,2.0,6.0,33.3,2.0,4.0,50.0,1.0,2.0,50.0,1.0,7.0,8.0,3.0,1.0,0.0,1.0,4.0,7.0,2.0,01/03/2024,Toronto Raptors,24.0,OKC @ BKN
John Konchar,8:03,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,01/03/2024,Toronto Raptors,9.5,OKC @ BKN
Luke Kennard,18:49,1.0,5.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-17.0,01/03/2024,Toronto Raptors,3.25,OKC @ BKN
David Roddy,7:30,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,01/03/2024,Toronto Raptors,0.0,OKC @ BKN
Ziaire Williams,18:09,7.0,12.0,58.3,4.0,7.0,57.1,0.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,0.0,0.0,1.0,18.0,-1.0,01/03/2024,Toronto Raptors,29.5,OKC @ BKN
