,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Vince Williams Jr.,34:40,3.0,6.0,50.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,6.0,7.0,3.0,0.0,1.0,1.0,1.0,9.0,-8.0,12/19/2023,New Orleans Pelicans,25.25,LAC @ DAL
Jaren Jackson Jr.,29:38,6.0,10.0,60.0,1.0,3.0,33.3,11.0,15.0,73.3,1.0,5.0,6.0,0.0,0.0,3.0,2.0,4.0,24.0,-2.0,12/19/2023,New Orleans Pelicans,37.0,LAC @ DAL
Bismack Biyombo,21:57,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,8.0,3.0,12/19/2023,New Orleans Pelicans,14.0,LAC @ DAL
Desmond Bane,35:20,8.0,19.0,42.1,3.0,9.0,33.3,2.0,2.0,100.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,1.0,21.0,5.0,12/19/2023,New Orleans Pelicans,27.75,LAC @ DAL
Ja Morant,34:46,12.0,24.0,50.0,0.0,5.0,0.0,10.0,12.0,83.3,3.0,3.0,6.0,8.0,2.0,1.0,5.0,2.0,34.0,12.0,12/19/2023,New Orleans Pelicans,57.0,LAC @ DAL
John Konchar,21:41,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,0.0,1.0,3.0,0.0,-6.0,12/19/2023,New Orleans Pelicans,9.5,LAC @ DAL
Santi Aldama,15:47,3.0,4.0,75.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,8.0,-5.0,12/19/2023,New Orleans Pelicans,16.75,LAC @ DAL
Ziaire Williams,17:41,2.0,5.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,12/19/2023,New Orleans Pelicans,6.0,LAC @ DAL
Xavier Tillman,19:45,3.0,5.0,60.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,1.0,0.0,1.0,3.0,7.0,3.0,12/19/2023,New Orleans Pelicans,18.0,LAC @ DAL
David Roddy,8:44,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,12/19/2023,New Orleans Pelicans,5.25,LAC @ DAL
