,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Luke Kennard,21:52,3.0,5.0,60.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,9.0,2.0,01/07/2024,Phoenix Suns,18.75,PHX @ LAC
Xavier Tillman,3:11,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.0,01/07/2024,Phoenix Suns,3.75,PHX @ LAC
Jaren Jackson Jr.,31:48,11.0,20.0,55.0,3.0,8.0,37.5,3.0,4.0,75.0,1.0,9.0,10.0,6.0,0.0,1.0,2.0,5.0,28.0,25.0,01/07/2024,Phoenix Suns,52.0,PHX @ LAC
Desmond Bane,36:32,8.0,14.0,57.1,2.0,7.0,28.6,5.0,5.0,100.0,2.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,23.0,-13.0,01/07/2024,Phoenix Suns,40.25,PHX @ LAC
Marcus Smart,37:40,9.0,20.0,45.0,4.0,13.0,30.8,3.0,5.0,60.0,0.0,6.0,6.0,8.0,3.0,0.0,5.0,2.0,25.0,10.0,01/07/2024,Phoenix Suns,50.0,PHX @ LAC
Vince Williams Jr.,36:58,6.0,11.0,54.5,3.0,4.0,75.0,4.0,4.0,100.0,4.0,5.0,9.0,1.0,0.0,2.0,0.0,2.0,19.0,23.0,01/07/2024,Phoenix Suns,37.25,PHX @ LAC
Ziaire Williams,27:27,4.0,10.0,40.0,1.0,5.0,20.0,0.0,1.0,0.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,9.0,5.0,01/07/2024,Phoenix Suns,22.5,PHX @ LAC
Bismack Biyombo,25:58,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,5.0,6.0,2.0,0.0,3.0,2.0,3.0,1.0,-5.0,01/07/2024,Phoenix Suns,16.5,PHX @ LAC
Santi Aldama,15:34,2.0,11.0,18.2,1.0,7.0,14.3,2.0,3.0,66.7,2.0,5.0,7.0,1.0,1.0,1.0,4.0,2.0,7.0,-5.0,01/07/2024,Phoenix Suns,19.75,PHX @ LAC
John Konchar,3:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,01/07/2024,Phoenix Suns,1.25,PHX @ LAC
