,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/12/2017,UTA,TOR @ CLE,L,240,97,39,86,45.3,8,21,38.1,11,13,84.6,15,27,42,16,12,2,15,17,-4
04/10/2017,POR,SAS @ POR,L,240,98,38,83,45.8,8,21,38.1,14,20,70.0,13,34,47,17,4,9,15,15,-1
04/08/2017,LAC,SAS @ POR,L,240,87,34,80,42.5,8,22,36.4,11,14,78.6,7,33,40,20,3,3,14,17,-11
04/07/2017,DAL,SAS @ POR,W,240,102,40,96,41.7,9,28,32.1,13,22,59.1,16,42,58,26,6,5,7,11,13
04/05/2017,LAL,NOP @ DEN,L,240,95,39,89,43.8,13,35,37.1,4,6,66.7,7,30,37,28,8,8,16,13,-7
04/04/2017,MEM,NOP @ DEN,W,265,95,35,80,43.8,11,21,52.4,14,18,77.8,8,38,46,22,8,6,15,20,6
04/02/2017,UTA,DAL @ SAC,W,240,109,40,77,51.9,10,19,52.6,19,22,86.4,8,34,42,26,7,6,13,17,6
03/31/2017,OKC,DAL @ SAC,W,240,100,37,85,43.5,9,27,33.3,17,27,63.0,13,28,41,23,8,11,14,23,5
03/29/2017,GSW,WAS @ UTA,L,240,98,34,83,41.0,9,24,37.5,21,26,80.8,16,26,42,20,9,9,17,12,-12
03/27/2017,CLE,MIA @ DET,W,240,103,41,86,47.7,7,26,26.9,14,17,82.4,10,42,52,24,11,7,12,18,29
03/25/2017,NYK,MIA @ DET,W,240,106,45,99,45.5,10,25,40.0,6,8,75.0,16,34,50,28,11,6,14,18,8
03/23/2017,MEM,NOP @ HOU,W,240,97,37,77,48.1,8,26,30.8,15,23,65.2,6,29,35,26,6,5,6,19,7
03/21/2017,MIN,PHX @ MIA,W,240,100,37,77,48.1,8,24,33.3,18,22,81.8,9,24,33,22,12,5,16,19,7
03/19/2017,SAC,PHX @ MIA,W,240,118,43,87,49.4,11,28,39.3,21,27,77.8,15,30,45,31,9,3,8,20,16
03/18/2017,MEM,PHX @ MIA,L,240,96,33,75,44.0,9,28,32.1,21,22,95.5,9,33,42,18,2,5,15,25,-8
03/15/2017,POR,UTA @ CHI,L,240,106,42,88,47.7,11,26,42.3,11,15,73.3,10,31,41,28,7,5,14,20,-4
03/13/2017,ATL,NOP @ MIA,W,240,107,39,81,48.1,16,34,47.1,13,17,76.5,7,37,44,31,6,9,23,22,8
03/11/2017,GSW,NOP @ MIA,W,240,107,40,77,51.9,12,27,44.4,15,18,83.3,7,39,46,27,6,7,20,18,22
03/09/2017,OKC,PHX @ DAL,L,240,92,35,84,41.7,6,19,31.6,16,20,80.0,13,28,41,15,8,8,15,16,-10
03/08/2017,SAC,SAC @ SAS,W,240,114,42,84,50.0,14,29,48.3,16,21,76.2,6,37,43,33,9,5,12,15,10
03/06/2017,HOU,SAC @ SAS,W,240,112,40,88,45.5,11,28,39.3,21,23,91.3,9,35,44,24,6,6,10,13,2
03/04/2017,MIN,UTA @ SAC,W,265,97,38,94,40.4,6,24,25.0,15,24,62.5,17,32,49,16,10,8,13,17,7
03/03/2017,NOP,UTA @ SAC,W,265,101,40,95,42.1,6,27,22.2,15,25,60.0,11,42,53,20,6,4,11,22,3
03/01/2017,IND,PHI @ MIA,W,240,100,35,74,47.3,9,29,31.0,21,24,87.5,6,30,36,20,8,7,18,21,1
02/26/2017,LAL,UTA @ WAS,W,240,119,49,94,52.1,10,21,47.6,11,13,84.6,13,33,46,37,12,5,12,15,21
02/24/2017,LAC,UTA @ WAS,W,240,105,35,82,42.7,9,26,34.6,26,30,86.7,15,36,51,23,9,7,15,21,8
02/15/2017,ORL,DEN @ SAC,W,240,107,42,89,47.2,8,31,25.8,15,19,78.9,11,39,50,25,12,8,13,16,28
02/13/2017,IND,PHI @ CHA,W,240,110,40,87,46.0,7,15,46.7,23,27,85.2,12,37,49,18,7,4,11,22,4
02/12/2017,NYK,PHI @ CHA,L,240,90,33,91,36.3,6,29,20.7,18,22,81.8,21,25,46,17,11,1,11,16,-4
02/10/2017,DET,SAS @ DET,W,240,103,41,82,50.0,9,19,47.4,12,15,80.0,11,41,52,27,4,5,20,18,11
02/08/2017,PHI,SAS @ DET,W,240,111,39,74,52.7,11,22,50.0,22,25,88.0,6,42,48,24,2,6,15,22,8
02/06/2017,MEM,POR @ DAL,L,240,74,30,82,36.6,4,19,21.1,10,18,55.6,11,33,44,11,8,6,17,20,-15
02/04/2017,DEN,POR @ DAL,W,240,121,45,79,57.0,10,21,47.6,21,26,80.8,7,31,38,29,13,8,14,15,24
02/02/2017,PHI,GSW @ SAC,W,240,102,38,89,42.7,6,21,28.6,20,27,74.1,14,45,59,26,13,9,19,20,16
01/31/2017,OKC,CHI @ OKC,W,240,108,37,86,43.0,7,21,33.3,27,38,71.1,10,40,50,16,12,13,17,25,14
01/29/2017,DAL,CHI @ OKC,L,240,101,39,83,47.0,8,22,36.4,15,23,65.2,5,40,45,26,2,4,11,20,-4
01/27/2017,NOP,BOS @ MIL,L,240,103,33,85,38.8,12,28,42.9,25,29,86.2,12,32,44,20,10,4,12,13,-16
01/24/2017,TOR,NYK @ DAL,W,240,108,38,85,44.7,7,24,29.2,25,33,75.8,6,30,36,20,7,6,12,18,2
01/23/2017,BKN,NYK @ DAL,W,240,112,45,95,47.4,9,22,40.9,13,16,81.3,13,37,50,22,7,5,9,17,26
01/21/2017,CLE,POR @ BOS,W,265,118,48,96,50.0,10,26,38.5,12,14,85.7,10,36,46,32,6,6,14,22,3
01/19/2017,DEN,POR @ BOS,W,240,118,44,86,51.2,9,22,40.9,21,25,84.0,6,37,43,28,12,5,8,19,14
01/17/2017,MIN,POR @ CHA,W,240,122,43,84,51.2,8,18,44.4,28,35,80.0,6,28,34,27,9,3,7,29,8
01/14/2017,PHX,HOU @ BKN,L,240,105,36,71,50.7,9,20,45.0,24,34,70.6,6,27,33,15,8,1,16,18,-3
01/12/2017,LAL,HOU @ BKN,W,240,134,49,81,60.5,10,21,47.6,26,29,89.7,7,39,46,32,5,5,12,20,40
01/10/2017,MIL,CLE @ POR,L,240,107,42,88,47.7,12,30,40.0,11,14,78.6,13,28,41,22,5,7,15,10,-2
01/07/2017,CHA,UTA @ MIN,W,240,102,36,89,40.4,13,34,38.2,17,20,85.0,9,34,43,29,9,8,7,21,17
01/05/2017,DEN,UTA @ MIN,W,240,127,51,90,56.7,12,24,50.0,13,17,76.5,7,34,41,34,5,8,8,15,28
01/03/2017,TOR,MIA @ SAC,W,240,110,43,78,55.1,13,24,54.2,11,15,73.3,6,37,43,32,7,15,15,18,28
01/01/2017,ATL,MIA @ SAC,L,265,112,42,90,46.7,9,27,33.3,19,22,86.4,9,38,47,27,5,6,12,21,-2
12/30/2016,POR,LAC @ OKC,W,240,110,39,78,50.0,11,22,50.0,21,25,84.0,11,37,48,22,7,5,17,18,16
12/28/2016,PHX,LAC @ OKC,W,240,119,47,87,54.0,5,17,29.4,20,25,80.0,16,30,46,20,11,7,16,20,21
12/25/2016,CHI,MIL @ DET,W,240,119,48,85,56.5,9,18,50.0,14,19,73.7,11,32,43,30,7,3,13,19,19
12/23/2016,POR,GSW @ CLE,W,240,110,39,78,50.0,12,20,60.0,20,21,95.2,13,32,45,19,9,3,12,17,20
12/22/2016,LAC,GSW @ CLE,L,240,101,37,92,40.2,6,19,31.6,21,25,84.0,18,37,55,19,8,7,13,23,-5
12/20/2016,HOU,HOU @ PHX,W,240,102,36,77,46.8,12,23,52.2,18,25,72.0,10,33,43,21,13,5,19,17,2
12/18/2016,NOP,HOU @ PHX,W,240,113,42,86,48.8,11,22,50.0,18,22,81.8,12,37,49,31,6,6,14,15,13
12/15/2016,PHX,SAC @ DAL,W,240,107,39,74,52.7,5,16,31.3,24,26,92.3,9,41,50,19,6,2,20,20,15
12/14/2016,BOS,BOS @ SAS,W,240,108,44,80,55.0,8,22,36.4,12,14,85.7,5,33,38,33,9,3,16,17,7
12/10/2016,BKN,PHI @ DET,W,240,130,50,94,53.2,14,26,53.8,16,18,88.9,8,41,49,38,11,7,10,18,29
12/08/2016,CHI,PHI @ DET,L,240,91,39,97,40.2,9,28,32.1,4,5,80.0,11,32,43,21,12,8,14,18,-4
12/06/2016,MIN,GSW @ UTA,W,240,105,39,74,52.7,11,24,45.8,16,19,84.2,3,32,35,21,8,3,11,20,14
12/05/2016,MIL,GSW @ UTA,W,240,97,40,93,43.0,8,28,28.6,9,14,64.3,12,34,46,26,6,5,15,22,1
12/02/2016,WAS,UTA @ LAL,W,240,107,39,80,48.8,8,20,40.0,21,33,63.6,12,25,37,27,11,4,15,17,2
11/30/2016,DAL,HOU @ GSW,W,240,94,33,71,46.5,11,19,57.9,17,24,70.8,7,35,42,16,7,6,12,11,7
11/29/2016,ORL,HOU @ GSW,L,240,83,28,76,36.8,5,20,25.0,22,26,84.6,10,35,45,19,9,4,19,17,-12
11/26/2016,WAS,UTA @ MIN,W,240,112,40,75,53.3,9,24,37.5,23,29,79.3,6,32,38,22,7,6,14,17,12
11/25/2016,BOS,UTA @ MIN,W,240,109,38,81,46.9,11,24,45.8,22,25,88.0,13,32,45,24,4,8,17,12,6
11/23/2016,CHA,CHA @ NYK,W,240,119,44,86,51.2,13,31,41.9,18,20,90.0,8,26,34,28,9,8,10,18,5
11/21/2016,DAL,MEM @ CHA,W,240,96,35,75,46.7,8,20,40.0,18,25,72.0,8,31,39,24,9,1,14,18,5
11/18/2016,LAL,MEM @ DAL,W,240,116,44,78,56.4,10,24,41.7,18,19,94.7,3,31,34,30,8,6,12,18,9
11/16/2016,SAC,MEM @ DAL,W,240,110,43,88,48.9,11,30,36.7,13,17,76.5,9,28,37,29,11,7,11,21,5
11/14/2016,MIA,CHA @ MIN,W,240,94,33,82,40.2,8,15,53.3,20,27,74.1,14,38,52,24,4,7,17,15,4
11/12/2016,HOU,LAC @ MIN,W,240,106,41,76,53.9,5,18,27.8,19,24,79.2,2,33,35,21,6,11,12,19,6
11/11/2016,DET,LAC @ MIN,W,240,96,36,81,44.4,9,20,45.0,15,19,78.9,10,35,45,24,8,2,8,13,10
11/09/2016,HOU,LAC @ MIN,L,240,99,33,84,39.3,7,23,30.4,26,30,86.7,10,29,39,22,14,5,10,15,-2
11/05/2016,LAC,LAC @ SAS,L,240,92,30,74,40.5,10,25,40.0,22,25,88.0,7,33,40,19,5,5,15,18,-24
11/04/2016,UTA,LAC @ SAS,W,240,100,37,83,44.6,6,20,30.0,20,22,90.9,9,40,49,17,9,8,11,25,14
11/01/2016,UTA,CHI @ BOS,L,240,91,33,76,43.4,6,20,30.0,19,21,90.5,4,30,34,19,6,5,10,15,-15
10/30/2016,MIA,CHI @ BOS,W,240,106,37,82,45.1,10,18,55.6,22,26,84.6,14,30,44,20,4,5,15,26,7
10/29/2016,NOP,CHI @ BOS,W,240,98,35,83,42.2,10,24,41.7,18,23,78.3,6,44,50,21,6,7,10,15,19
10/27/2016,SAC,MEM @ NYK,W,240,102,36,79,45.6,6,18,33.3,24,27,88.9,9,31,40,23,10,8,10,26,8
