,0
Bam Adebayo,37.32052993774414
Caleb Martin,5.581911087036133
Dewayne Dedmon,20.0678768157959
Duncan Robinson,5.54732608795166
Gabe Vincent,15.640207290649414
Haywood Highsmith,0.22378282248973846
Jimmy Butler,79.3223648071289
Kyle Lowry,10.678760528564453
Max Strus,24.780784606933594
Omer Yurtseven,1.9545254707336426
P.J. Tucker,18.801860809326172
Tyler Herro,15.612898826599121
Victor Oladipo,26.884979248046875
