,0
Bam Adebayo,34.04603576660156
Caleb Martin,5.982821941375732
Dewayne Dedmon,11.062695503234863
Duncan Robinson,3.001516342163086
Gabe Vincent,16.287565231323242
Haywood Highsmith,2.615156650543213
Jimmy Butler,78.33744049072266
Kyle Lowry,11.420248985290527
Max Strus,25.357667922973633
Omer Yurtseven,2.918323278427124
P.J. Tucker,13.718006134033203
Tyler Herro,15.177078247070312
Victor Oladipo,28.52831268310547
