,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
DeMar DeRozan,26:58,7.0,12.0,58.3,0.0,1.0,0.0,7.0,7.0,100.0,2.0,6.0,8.0,8.0,3.0,0.0,4.0,3.0,21.0,12.0,10/09/2022,Toronto Raptors,47.0
Derrick Jones Jr.,18:14,2.0,5.0,40.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,6.0,8.0,10/09/2022,Toronto Raptors,10.0
Nikola Vucevic,25:56,6.0,10.0,60.0,1.0,3.0,33.3,0.0,0.0,0.0,2.0,7.0,9.0,2.0,0.0,0.0,2.0,2.0,13.0,9.0,10/09/2022,Toronto Raptors,26.75
Zach LaVine,24:20,3.0,9.0,33.3,2.0,6.0,33.3,1.0,2.0,50.0,0.0,2.0,2.0,0.0,1.0,0.0,5.0,2.0,9.0,-10.0,10/09/2022,Toronto Raptors,12.0
Ayo Dosunmu,29:17,5.0,10.0,50.0,2.0,4.0,50.0,2.0,2.0,100.0,0.0,7.0,7.0,5.0,0.0,2.0,2.0,2.0,14.0,27.0,10/09/2022,Toronto Raptors,34.25
Patrick Williams,20:54,1.0,8.0,12.5,1.0,3.0,33.3,3.0,4.0,75.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,6.0,-7.0,10/09/2022,Toronto Raptors,9.75
Coby White,29:38,3.0,10.0,30.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,4.0,1.0,7.0,19.0,10/09/2022,Toronto Raptors,19.5
Alex Caruso,18:43,4.0,5.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,8.0,-10.0,10/09/2022,Toronto Raptors,13.75
Andre Drummond,15:25,3.0,5.0,60.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,0.0,1.0,2.0,9.0,-3.0,10/09/2022,Toronto Raptors,22.75
Javonte Green,15:31,7.0,8.0,87.5,2.0,3.0,66.7,1.0,2.0,50.0,0.0,5.0,5.0,1.0,1.0,0.0,3.0,1.0,17.0,27.0,10/09/2022,Toronto Raptors,26.25
Dalen Terry,15:04,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,5.0,13.0,10/09/2022,Toronto Raptors,12.5
