,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
DeMar DeRozan,34:15,7.0,12.0,58.3,1.0,2.0,50.0,9.0,10.0,90.0,0.0,3.0,3.0,4.0,0.0,0.0,4.0,2.0,24.0,2.0,10/29/2022,Philadelphia 76ers,32.25
Patrick Williams,32:19,2.0,5.0,40.0,1.0,3.0,33.3,4.0,4.0,100.0,0.0,3.0,3.0,0.0,1.0,1.0,3.0,3.0,9.0,-1.0,10/29/2022,Philadelphia 76ers,15.75
Nikola Vucevic,36:22,8.0,14.0,57.1,5.0,7.0,71.4,2.0,2.0,100.0,3.0,16.0,19.0,3.0,1.0,0.0,4.0,4.0,23.0,-2.0,10/29/2022,Philadelphia 76ers,53.75
Zach LaVine,33:45,8.0,19.0,42.1,2.0,9.0,22.2,2.0,2.0,100.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,4.0,20.0,-10.0,10/29/2022,Philadelphia 76ers,27.0
Alex Caruso,35:10,2.0,5.0,40.0,1.0,2.0,50.0,4.0,4.0,100.0,0.0,3.0,3.0,6.0,3.0,1.0,1.0,1.0,9.0,7.0,10/29/2022,Philadelphia 76ers,29.75
Coby White,21:34,3.0,9.0,33.3,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,7.0,-2.0,10/29/2022,Philadelphia 76ers,11.0
Javonte Green,18:37,3.0,4.0,75.0,0.0,0.0,0.0,3.0,4.0,75.0,5.0,1.0,6.0,1.0,1.0,0.0,1.0,3.0,9.0,-3.0,10/29/2022,Philadelphia 76ers,19.5
Dalen Terry,2:55,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,10/29/2022,Philadelphia 76ers,1.5
Goran Dragic,13:25,1.0,6.0,16.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,-12.0,10/29/2022,Philadelphia 76ers,4.75
Derrick Jones Jr.,11:38,2.0,4.0,50.0,0.0,1.0,0.0,2.0,3.0,66.7,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,6.0,-3.0,10/29/2022,Philadelphia 76ers,13.25
