,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/16/2014,CHI,PHI @ MIA,W,265,91,34,85,40.0,5,21,23.8,18,26,69.2,12,41,53,23,8,7,11,14,5
04/14/2014,ATL,PHI @ MIA,W,240,95,35,80,43.8,6,25,24.0,19,31,61.3,12,36,48,27,3,2,10,20,2
04/12/2014,PHI,MEM @ PHX,W,240,111,39,72,54.2,7,19,36.8,26,41,63.4,9,32,41,23,3,9,15,22,6
04/11/2014,BOS,PHI @ MEM,L,240,103,44,87,50.6,7,18,38.9,8,12,66.7,7,27,34,33,12,4,12,20,-3
04/09/2014,WAS,PHI @ MEM,W,265,94,35,92,38.0,11,25,44.0,13,15,86.7,9,39,48,23,7,1,13,17,6
04/05/2014,CLE,DEN @ HOU,W,265,96,34,91,37.4,9,26,34.6,19,27,70.4,12,46,58,23,7,5,12,19,2
04/04/2014,ORL,DEN @ HOU,W,240,91,33,78,42.3,6,16,37.5,19,23,82.6,9,37,46,20,5,7,15,15,11
04/02/2014,PHI,SAC @ GSW,W,240,123,42,79,53.2,12,22,54.5,27,35,77.1,9,38,47,32,1,4,9,17,30
03/31/2014,WAS,SAC @ GSW,W,240,100,34,78,43.6,3,21,14.3,29,34,85.3,15,33,48,17,6,5,11,15,6
03/28/2014,ORL,IND @ WAS,L,265,105,43,97,44.3,8,22,36.4,11,14,78.6,9,27,36,24,7,7,10,22,-5
03/26/2014,BKN,IND @ WAS,W,265,116,46,92,50.0,8,21,38.1,16,23,69.6,15,34,49,27,3,1,9,16,5
03/24/2014,HOU,NYK @ LAL,L,240,89,32,86,37.2,4,21,19.0,21,25,84.0,13,25,38,12,7,4,10,18,-11
03/22/2014,POR,NYK @ LAL,W,240,124,49,94,52.1,8,19,42.1,18,19,94.7,12,38,50,28,7,8,5,19,30
03/19/2014,BKN,ORL @ UTA,L,240,99,40,85,47.1,9,27,33.3,10,12,83.3,15,36,51,27,2,5,15,26,-5
03/17/2014,ATL,WAS @ SAC,L,240,83,30,85,35.3,9,25,36.0,14,16,87.5,10,32,42,22,4,7,7,15,-14
03/16/2014,MIL,WAS @ SAC,W,240,101,39,68,57.4,9,20,45.0,14,18,77.8,6,33,39,26,5,8,18,16,9
03/14/2014,MIN,DEN @ ATL,W,240,105,44,91,48.4,8,19,42.1,9,14,64.3,14,40,54,28,6,6,15,19,12
03/12/2014,WAS,DEN @ ATL,W,240,98,38,78,48.7,5,18,27.8,17,22,77.3,9,35,44,13,5,3,11,11,13
03/10/2014,DEN,NYK @ BOS,W,240,105,37,81,45.7,8,20,40.0,23,28,82.1,6,36,42,21,8,6,12,21,7
03/08/2014,MEM,NYK @ CLE,L,240,89,37,93,39.8,5,21,23.8,10,14,71.4,13,27,40,18,7,7,12,19,-22
03/07/2014,CLE,NYK @ CLE,W,240,101,36,77,46.8,9,29,31.0,20,22,90.9,8,29,37,26,6,10,14,17,9
03/05/2014,IND,CHI @ DET,W,240,109,43,84,51.2,9,18,50.0,14,20,70.0,9,28,37,21,8,5,7,20,22
03/03/2014,MIA,CHI @ DET,L,240,107,42,82,51.2,9,23,39.1,14,21,66.7,13,27,40,27,4,0,12,16,-17
03/02/2014,OKC,CHI @ DET,L,240,99,30,68,44.1,8,22,36.4,31,40,77.5,2,27,29,19,7,4,18,23,-17
02/28/2014,SAS,WAS @ PHI,L,240,82,33,90,36.7,3,17,17.6,13,15,86.7,12,29,41,23,12,3,12,18,-10
