,0
Aaron Nesmith,5.9634175300598145
Al Horford,23.884960174560547
Daniel Theis,26.586963653564453
Derrick White,15.734319686889648
Grant Williams,16.339384078979492
Jaylen Brown,40.310218811035156
Jayson Tatum,50.387237548828125
Luke Kornet,-0.0022894670255482197
Marcus Smart,31.499242782592773
Nik Stauskas,0.334342360496521
Payton Pritchard,13.510319709777832
Robert Williams III,-0.8936951756477356
