,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/22/1990,HOU,MIN @ DEN,L,240,88,33,75,44.0,5,11,45.5,17,23,73.9,5,35,40,26,5,11,22,29,-12
04/20/1990,MIN,MIN @ DEN,W,240,97,37,67,55.2,0,3,0.0,23,30,76.7,12,24,36,26,5,6,14,21,8
04/18/1990,SAN,SEA @ SAC,L,240,93,35,81,43.2,5,16,31.3,18,24,75.0,10,22,32,20,10,4,18,25,-9
04/17/1990,DAL,SEA @ SAC,L,240,96,36,84,42.9,4,8,50.0,20,27,74.1,12,30,42,23,10,2,11,25,-1
04/15/1990,MIN,PHX @ GOS,W,240,103,37,64,57.8,1,4,25.0,28,35,80.0,11,31,42,26,7,5,18,25,13
04/14/1990,HOU,PHX @ GOS,L,240,99,36,84,42.9,5,14,35.7,22,32,68.8,13,32,45,20,9,6,16,22,-4
04/12/1990,LAL,PHX @ GOS,W,240,107,43,83,51.8,5,11,45.5,16,21,76.2,9,27,36,27,5,8,16,20,3
04/10/1990,SEA,PHX @ SAC,W,240,114,38,64,59.4,3,4,75.0,35,40,87.5,8,30,38,28,6,3,16,23,12
04/09/1990,PHX,PHX @ SAC,L,265,115,41,91,45.1,4,16,25.0,29,41,70.7,20,26,46,28,11,5,20,52,-4
04/05/1990,SEA,DET @ CLE,L,240,91,32,80,40.0,4,16,25.0,23,31,74.2,13,27,40,19,8,4,16,23,-10
04/03/1990,CHH,SAN @ DAL,W,240,127,46,80,57.5,4,8,50.0,31,37,83.8,11,32,43,34,9,6,16,29,23
04/01/1990,LAL,SAN @ DAL,L,240,103,40,81,49.4,2,9,22.2,21,28,75.0,14,10,24,26,7,4,12,20,-16
03/29/1990,GOS,MIN @ HOU,L,240,123,43,79,54.4,4,10,40.0,33,46,71.7,12,28,40,32,5,4,17,43,-5
03/24/1990,LAC,SEA @ PHX,W,240,112,49,90,54.4,1,7,14.3,13,19,68.4,15,31,46,38,9,5,9,24,33
03/23/1990,GOS,SEA @ PHX,W,240,106,39,85,45.9,3,10,30.0,25,34,73.5,18,41,59,29,7,6,23,40,15
03/21/1990,LAC,SEA @ PHX,W,240,118,47,83,56.6,6,9,66.7,18,28,64.3,14,22,36,36,11,5,13,17,16
03/19/1990,SAC,LAC @ UTH,W,240,105,38,80,47.5,2,5,40.0,27,34,79.4,15,32,47,23,11,6,16,17,8
03/17/1990,SAC,ATL @ WAS,L,265,109,40,82,48.8,2,11,18.2,27,32,84.4,9,27,36,25,9,6,13,30,-13
03/15/1990,SEA,ATL @ WAS,W,240,117,46,81,56.8,3,8,37.5,22,26,84.6,13,29,42,36,10,6,13,25,22
03/13/1990,PHX,MIA @ SAC,L,240,106,37,75,49.3,5,11,45.5,27,30,90.0,6,28,34,29,5,7,21,31,-8
03/11/1990,DEN,MIA @ SAC,W,240,110,42,82,51.2,4,11,36.4,22,29,75.9,14,29,43,22,9,3,17,23,1
03/09/1990,MIL,DET @ NJN,W,240,108,40,82,48.8,5,10,50.0,23,28,82.1,9,33,42,28,5,9,15,21,8
03/08/1990,CHI,DET @ NJN,W,240,98,32,65,49.2,3,6,50.0,31,36,86.1,13,34,47,29,8,9,29,28,4
03/06/1990,ORL,DET @ NJN,W,240,111,44,88,50.0,1,2,50.0,22,31,71.0,13,33,46,23,8,9,12,28,10
03/05/1990,MIA,CLE @ SEA,L,240,104,39,83,47.0,1,9,11.1,25,30,83.3,12,33,45,26,11,7,20,18,-1
03/03/1990,SAN,CLE @ SEA,W,240,112,42,83,50.6,5,8,62.5,23,29,79.3,12,29,41,28,10,7,13,27,14
03/01/1990,POR,CLE @ LAL,W,240,119,48,93,51.6,3,8,37.5,20,31,64.5,20,33,53,34,12,8,17,31,17
02/25/1990,LAL,SAN @ SAC,W,240,104,41,74,55.4,1,5,20.0,21,26,80.8,9,29,38,29,6,4,13,26,1
02/22/1990,LAC,ORL @ CLE,W,240,116,46,82,56.1,5,10,50.0,19,27,70.4,12,33,45,34,5,5,18,28,14
02/21/1990,BOS,ORL @ CLE,W,240,116,45,90,50.0,2,6,33.3,24,31,77.4,15,37,52,28,4,4,8,25,13
02/19/1990,PHL,HOU @ CHI,W,240,115,42,75,56.0,3,8,37.5,28,38,73.7,6,33,39,30,5,6,10,31,13
02/17/1990,SAC,HOU @ CHI,W,240,110,42,76,55.3,0,7,0.0,26,38,68.4,7,23,30,27,8,4,6,25,4
02/16/1990,SAN,UTH @ SAN,L,240,86,40,73,54.8,1,8,12.5,5,7,71.4,7,23,30,28,8,4,22,28,-14
02/14/1990,PHX,UTH @ SAN,L,240,103,42,86,48.8,2,6,33.3,17,24,70.8,18,25,43,24,4,2,18,24,-11
02/13/1990,MIN,UTH @ SAN,W,265,110,43,83,51.8,3,8,37.5,21,29,72.4,11,33,44,36,8,14,15,23,6
02/08/1990,CHH,LAC @ WAS,W,240,94,38,75,50.7,2,5,40.0,16,26,61.5,8,43,51,25,4,5,20,18,20
02/07/1990,NJN,LAC @ WAS,W,240,108,43,73,58.9,1,6,16.7,21,27,77.8,5,28,33,26,7,8,17,28,7
02/05/1990,PHL,LAC @ WAS,L,240,89,34,74,45.9,3,9,33.3,18,23,78.3,8,29,37,28,8,6,18,19,-25
02/04/1990,DET,LAC @ CLE,L,240,83,30,81,37.0,2,4,50.0,21,30,70.0,14,25,39,24,10,5,14,26,-32
02/02/1990,DAL,LAC @ CLE,W,240,105,39,83,47.0,4,11,36.4,23,28,82.1,22,28,50,25,5,5,15,26,13
01/31/1990,LAC,BOS @ MIN,W,240,120,47,90,52.2,1,6,16.7,25,29,86.2,18,35,53,26,10,15,19,23,19
01/30/1990,POR,BOS @ MIN,L,240,98,38,79,48.1,2,9,22.2,20,22,90.9,14,23,37,22,8,5,25,26,-24
01/27/1990,MIL,PHX @ BOS,W,240,144,54,94,57.4,7,14,50.0,29,34,85.3,15,39,54,37,9,4,11,26,48
01/25/1990,NYK,PHX @ BOS,W,240,115,40,83,48.2,4,9,44.4,31,36,86.1,12,29,41,26,14,10,12,23,26
01/23/1990,HOU,LAC @ SAN,W,240,102,38,81,46.9,1,5,20.0,25,36,69.4,20,35,55,21,8,10,18,18,8
