IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 1 ,2,2,2,1,2,0,3.64,5,19,11,4,5,2,0,2,1,0,42,,,-0.145, 1.45,-0.08%, 1.39, -1.5,76° F, Wind 18mph in from Leftfield, Sunny, No Precipitation.
 3 ,5,1,1,0,2,0,1.29,12,43,25,12,5,8,5,5,3,0,,0,0,0.018, 0.88, 0.01%, 0.85, 0.6,76° F, Wind 18mph in from Leftfield, Sunny, No Precipitation.
 1.1,4,1,1,0,2,0,4.85,7,23,17,7,4,6,2,3,2,0,,0,0,-0.173, 1.62,-0.10%, 1.56, -1.4,76° F, Wind 18mph in from Leftfield, Sunny, No Precipitation.
 0.2,0,0,0,1,0,0,3.03,3,12,6,5,0,1,1,1,0,0,,2,0,0.130, 2.06, 0.07%, 1.98, 1.4,76° F, Wind 18mph in from Leftfield, Sunny, No Precipitation.
 1 ,2,0,0,0,2,0,4.68,5,21,13,7,3,3,3,0,0,0,,0,0,0.046, 0.80, 0.03%, 0.77, 0.5,76° F, Wind 18mph in from Leftfield, Sunny, No Precipitation.
 1 ,1,0,0,0,1,0,2.25,3,14,10,4,3,3,1,1,1,0,,0,0,0.033, 0.71, 0.02%, 0.68, 0.5,76° F, Wind 18mph in from Leftfield, Sunny, No Precipitation.
