,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/15/2009,NYK,NJN @ NYK,L,240,73,26,83,31.3,4,13,30.8,17,19,89.5,20,29,49,12,6,6,20,19,-29
04/13/2009,CHA,NJN @ NYK,W,240,91,31,76,40.8,9,24,37.5,20,26,76.9,13,29,42,18,6,8,18,19,4
04/11/2009,ORL,SAS @ GSW,W,240,103,38,70,54.3,11,20,55.0,16,19,84.2,5,29,34,27,4,7,14,24,10
04/10/2009,DET,SAS @ GSW,L,240,93,36,76,47.4,10,24,41.7,11,17,64.7,5,26,31,21,2,6,5,20,-7
04/08/2009,BOS,NYK @ ORL,L,240,104,38,84,45.2,10,26,38.5,18,23,78.3,10,28,38,24,5,2,10,19,-2
04/05/2009,PHI,SAS @ OKC,W,240,96,36,82,43.9,11,25,44.0,13,15,86.7,11,33,44,21,7,6,11,21,29
04/04/2009,CHI,SAS @ OKC,L,240,94,33,78,42.3,6,26,23.1,22,30,73.3,14,33,47,22,6,6,16,26,-9
04/01/2009,DET,MIA @ CHA,W,240,111,40,78,51.3,8,25,32.0,23,27,85.2,9,28,37,27,8,4,9,15,13
03/30/2009,MIL,OKC @ SAS,L,240,78,26,70,37.1,3,16,18.8,23,33,69.7,6,34,40,15,6,6,16,22,-29
03/29/2009,MIN,OKC @ SAS,L,240,99,35,77,45.5,7,23,30.4,22,28,78.6,8,31,39,14,7,3,12,22,-9
03/27/2009,LAL,LAC @ SAS,L,240,95,39,83,47.0,9,27,33.3,8,17,47.1,16,32,48,23,7,4,22,20,-8
03/25/2009,CLE,LAC @ SAS,L,240,87,32,78,41.0,10,22,45.5,13,20,65.0,9,23,32,22,7,3,7,21,-11
03/22/2009,CLE,LAL @ OKC,L,240,88,32,78,41.0,3,18,16.7,21,27,77.8,6,31,37,13,2,2,5,20,-8
03/20/2009,MIA,CHA @ TOR,W,240,96,33,74,44.6,9,16,56.3,21,27,77.8,11,34,45,23,7,8,10,19,8
03/18/2009,NYK,CHA @ TOR,W,240,115,50,85,58.8,8,24,33.3,7,8,87.5,6,35,41,30,9,7,14,17,26
03/16/2009,DEN,DET @ DAL,L,240,96,37,76,48.7,10,26,38.5,12,15,80.0,6,25,31,22,3,9,14,19,-25
03/15/2009,LAC,DET @ DAL,L,240,105,38,75,50.7,10,23,43.5,19,25,76.0,5,32,37,16,8,5,13,21,-2
03/13/2009,POR,LAC @ DEN,L,240,100,36,78,46.2,8,14,57.1,20,23,87.0,8,24,32,18,5,3,11,29,-9
03/11/2009,GSW,LAC @ DEN,L,240,112,40,85,47.1,9,23,39.1,23,36,63.9,9,29,38,23,8,3,14,32,-4
03/08/2009,NYK,DAL @ POR,W,240,106,40,80,50.0,8,21,38.1,18,24,75.0,6,27,33,23,12,8,12,15,5
03/06/2009,ORL,DET @ ATL,L,240,102,38,77,49.4,9,24,37.5,17,22,77.3,4,29,33,19,10,4,11,24,-3
03/04/2009,BOS,DET @ ATL,L,240,111,38,77,49.4,13,30,43.3,22,24,91.7,6,20,26,25,7,1,14,26,-4
03/03/2009,MIL,PHX @ MIA,W,240,99,33,77,42.9,9,27,33.3,24,26,92.3,8,34,42,23,11,7,15,20,4
03/01/2009,NOH,PHX @ MIA,L,240,96,37,83,44.6,7,24,29.2,15,16,93.8,7,35,42,23,6,7,11,23,-3
02/25/2009,CHI,CHA @ LAC,W,240,111,39,83,47.0,8,24,33.3,25,25,100,11,33,44,24,6,4,7,20,12
02/23/2009,PHI,ORL @ NYK,W,240,98,34,73,46.6,12,25,48.0,18,23,78.3,8,25,33,22,8,7,16,31,2
02/20/2009,WAS,DEN @ MIL,L,240,96,33,87,37.9,7,29,24.1,23,32,71.9,17,24,41,22,5,6,12,24,-11
02/18/2009,DAL,IND @ CHA,L,240,98,38,80,47.5,4,19,21.1,18,21,85.7,11,24,35,15,7,2,11,18,-15
02/17/2009,HOU,IND @ CHA,L,240,88,32,80,40.0,9,15,60.0,15,18,83.3,2,28,30,17,8,7,12,18,-26
02/10/2009,SAS,IND @ MIL,L,240,93,41,84,48.8,4,14,28.6,7,9,77.8,8,28,36,20,3,3,7,15,-15
02/08/2009,ORL,SAS @ BOS,L,240,84,34,86,39.5,5,14,35.7,11,17,64.7,13,26,39,19,5,4,12,24,-17
02/07/2009,DEN,SAS @ BOS,W,240,114,37,79,46.8,8,22,36.4,32,41,78.0,16,38,54,26,13,8,13,20,44
02/04/2009,WAS,DEN @ OKC,W,240,115,46,75,61.3,12,22,54.5,11,13,84.6,5,32,37,25,6,3,12,16,27
02/03/2009,MIL,DEN @ OKC,W,240,99,34,73,46.6,10,20,50.0,21,24,87.5,12,31,43,23,5,4,14,27,14
01/31/2009,PHI,CLE @ DET,W,240,85,33,81,40.7,5,14,35.7,14,20,70.0,15,31,46,20,5,9,17,27,2
01/30/2009,ATL,CLE @ DET,L,240,88,30,75,40.0,7,20,35.0,21,31,67.7,14,25,39,16,6,2,17,25,-17
01/28/2009,TOR,SAS @ PHX,L,240,106,37,80,46.3,15,32,46.9,17,22,77.3,6,26,32,21,10,1,11,19,-1
01/26/2009,OKC,SAS @ PHX,L,240,85,34,85,40.0,4,17,23.5,13,18,72.2,14,31,45,19,16,3,16,25,-9
01/24/2009,MEM,PHI @ NOH,W,240,99,38,83,45.8,9,29,31.0,14,18,77.8,9,33,42,20,6,5,7,23,11
01/23/2009,SAS,PHI @ NOH,L,240,91,34,80,42.5,6,15,40.0,17,18,94.4,9,27,36,16,6,2,5,20,-3
01/21/2009,NOH,HOU @ IND,L,240,92,37,78,47.4,9,19,47.4,9,18,50.0,9,28,37,18,6,4,14,21,-10
01/17/2009,BOS,MIN @ LAC,L,240,85,30,74,40.5,6,17,35.3,19,28,67.9,10,26,36,17,8,1,16,19,-20
01/15/2009,POR,NOH @ CLE,L,240,99,39,76,51.3,9,23,39.1,12,17,70.6,6,28,34,22,5,5,10,27,-6
01/14/2009,BOS,NOH @ CLE,L,240,86,26,67,38.8,5,10,50.0,29,37,78.4,11,21,32,14,7,6,20,19,-32
01/12/2009,OKC,NOH @ CLE,W,265,103,39,98,39.8,6,26,23.1,19,22,86.4,18,31,49,19,13,4,14,25,4
01/09/2009,MIL,TOR @ BOS,L,240,102,38,72,52.8,16,30,53.3,10,15,66.7,9,26,35,30,2,2,18,20,-2
01/07/2009,MEM,IND @ LAL,W,240,100,37,68,54.4,5,16,31.3,21,23,91.3,3,34,37,28,12,8,18,23,11
01/05/2009,SAC,IND @ DEN,W,240,98,34,73,46.6,10,20,50.0,20,35,57.1,14,39,53,24,3,6,16,20,8
01/03/2009,MIA,IND @ DEN,L,265,96,35,88,39.8,7,20,35.0,19,23,82.6,14,33,47,17,4,1,16,29,-5
