,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jaylen Brown,23:47,8.0,11.0,72.7,3.0,5.0,60.0,5.0,7.0,71.4,1.0,4.0,5.0,1.0,0.0,0.0,4.0,4.0,24.0,9.0,10/02/2022,Charlotte Hornets,31.25
Jayson Tatum,22:21,4.0,11.0,36.4,2.0,8.0,25.0,6.0,6.0,100.0,0.0,6.0,6.0,3.0,2.0,0.0,5.0,1.0,16.0,14.0,10/02/2022,Charlotte Hornets,30.5
Al Horford,17:50,3.0,3.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,0.0,1.0,0.0,3.0,8.0,7.0,10/02/2022,Charlotte Hornets,23.25
Derrick White,17:32,3.0,6.0,50.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,2.0,3.0,7.0,6.0,10/02/2022,Charlotte Hornets,17.5
Marcus Smart,22:41,2.0,5.0,40.0,1.0,3.0,33.3,2.0,2.0,100.0,1.0,1.0,2.0,3.0,1.0,0.0,4.0,4.0,7.0,11.0,10/02/2022,Charlotte Hornets,14.5
Malcolm Brogdon,24:23,4.0,9.0,44.4,2.0,6.0,33.3,1.0,2.0,50.0,0.0,5.0,5.0,9.0,0.0,0.0,3.0,0.0,11.0,18.0,10/02/2022,Charlotte Hornets,30.25
Noah Vonleh,12:52,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,2.0,5.0,7.0,14.0,10/02/2022,Charlotte Hornets,17.75
Payton Pritchard,17:53,2.0,6.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,5.0,24.0,10/02/2022,Charlotte Hornets,14.25
Grant Williams,13:44,3.0,4.0,75.0,2.0,3.0,66.7,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0,3.0,8.0,21.0,10/02/2022,Charlotte Hornets,21.5
Sam Hauser,18:53,5.0,6.0,83.3,4.0,5.0,80.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,14.0,26.0,10/02/2022,Charlotte Hornets,24.25
Mfiondu Kabengele,10:50,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,10.0,17.0,10/02/2022,Charlotte Hornets,13.75
Jake Layman,9:29,1.0,3.0,33.3,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,10/02/2022,Charlotte Hornets,4.25
Justin Jackson,9:29,2.0,5.0,40.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,9.0,10/02/2022,Charlotte Hornets,9.5
JD Davison,6:26,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,10/02/2022,Charlotte Hornets,11.25
Brodric Thomas,6:26,1.0,4.0,25.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,8.0,10/02/2022,Charlotte Hornets,8.25
Luka Samanic,5:24,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,10/02/2022,Charlotte Hornets,7.0
