,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Jayson Tatum,41:18,9.0,23.0,39.1,3.0,9.0,33.3,5.0,6.0,83.3,1.0,5.0,6.0,9.0,1.0,0.0,2.0,2.0,26.0,13.0,06/08/2022,49.5
Al Horford,30:07,5.0,7.0,71.4,1.0,2.0,50.0,0.0,2.0,0.0,3.0,5.0,8.0,6.0,1.0,1.0,0.0,3.0,11.0,7.0,06/08/2022,34.5
Robert Williams III,25:57,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,0.0,3.0,4.0,0.0,3.0,8.0,21.0,06/08/2022,34.5
Jaylen Brown,39:40,9.0,16.0,56.3,4.0,8.0,50.0,5.0,6.0,83.3,3.0,6.0,9.0,5.0,0.0,1.0,2.0,2.0,27.0,7.0,06/08/2022,48.75
Marcus Smart,39:23,8.0,17.0,47.1,3.0,7.0,42.9,5.0,7.0,71.4,2.0,5.0,7.0,5.0,0.0,0.0,5.0,3.0,24.0,19.0,06/08/2022,39.25
Derrick White,23:35,3.0,9.0,33.3,0.0,3.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,-12.0,06/08/2022,14.75
Grant Williams,20:09,4.0,7.0,57.1,1.0,4.0,25.0,1.0,2.0,50.0,3.0,2.0,5.0,0.0,1.0,0.0,1.0,2.0,10.0,10.0,06/08/2022,18.25
Payton Pritchard,9:47,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,15.0,06/08/2022,4.5
Aaron Nesmith,2:02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/08/2022,1.25
Sam Hauser,2:02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/08/2022,0.0
Juwan Morgan,2:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/08/2022,0.0
Nik Stauskas,2:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/08/2022,0.0
Malik Fitts,2:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/08/2022,0.0
