,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jaylen Brown,25:20,6.0,14.0,42.9,5.0,8.0,62.5,2.0,3.0,66.7,0.0,5.0,5.0,2.0,1.0,0.0,2.0,1.0,19.0,-7.0,10/07/2022,Charlotte Hornets,31.75
Grant Williams,27:31,4.0,7.0,57.1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,6.0,6.0,1.0,1.0,0.0,3.0,4.0,9.0,-6.0,10/07/2022,Charlotte Hornets,18.5
Noah Vonleh,31:19,6.0,8.0,75.0,0.0,0.0,0.0,2.0,2.0,100.0,4.0,9.0,13.0,2.0,1.0,0.0,4.0,4.0,14.0,3.0,10/07/2022,Charlotte Hornets,33.25
Sam Hauser,24:29,3.0,7.0,42.9,3.0,7.0,42.9,0.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,1.0,1.0,2.0,9.0,-6.0,10/07/2022,Charlotte Hornets,20.0
Derrick White,24:06,6.0,10.0,60.0,2.0,5.0,40.0,4.0,5.0,80.0,0.0,4.0,4.0,6.0,1.0,2.0,2.0,2.0,18.0,-6.0,10/07/2022,Charlotte Hornets,38.0
Blake Griffin,16:27,1.0,6.0,16.7,1.0,4.0,25.0,4.0,4.0,100.0,1.0,8.0,9.0,2.0,0.0,0.0,2.0,1.0,7.0,8.0,10/07/2022,Charlotte Hornets,20.75
Jake Layman,16:04,1.0,4.0,25.0,1.0,2.0,50.0,2.0,2.0,100.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,5.0,16.0,10/07/2022,Charlotte Hornets,13.75
Brodric Thomas,14:48,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,18.0,10/07/2022,Charlotte Hornets,6.75
Payton Pritchard,27:10,6.0,15.0,40.0,3.0,8.0,37.5,0.0,0.0,0.0,1.0,2.0,3.0,7.0,1.0,0.0,2.0,4.0,15.0,13.0,10/07/2022,Charlotte Hornets,31.75
Justin Jackson,22:40,6.0,14.0,42.9,4.0,8.0,50.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,16.0,16.0,10/07/2022,Charlotte Hornets,28.0
JD Davison,5:41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-3.0,10/07/2022,Charlotte Hornets,3.5
Luka Samanic,4:25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,10/07/2022,Charlotte Hornets,1.25
