,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Jayson Tatum,40:13,6.0,18.0,33.3,1.0,4.0,25.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,3.0,1.0,5.0,3.0,13.0,-2.0,06/16/2022,33.25
Al Horford,39:13,6.0,8.0,75.0,4.0,5.0,80.0,3.0,3.0,100.0,3.0,11.0,14.0,2.0,2.0,1.0,3.0,1.0,19.0,2.0,06/16/2022,46.0
Robert Williams III,32:37,4.0,8.0,50.0,0.0,0.0,0.0,2.0,2.0,100.0,5.0,2.0,7.0,2.0,0.0,5.0,2.0,2.0,10.0,-1.0,06/16/2022,30.75
Jaylen Brown,44:00,12.0,23.0,52.2,5.0,11.0,45.5,5.0,6.0,83.3,1.0,6.0,7.0,3.0,1.0,0.0,5.0,2.0,34.0,1.0,06/16/2022,49.25
Marcus Smart,38:29,4.0,12.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,1.0,5.0,6.0,9.0,2.0,0.0,3.0,5.0,9.0,7.0,06/16/2022,33.0
Derrick White,16:27,1.0,6.0,16.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,-26.0,06/16/2022,5.75
Payton Pritchard,7:57,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-20.0,06/16/2022,2.25
Grant Williams,15:51,1.0,2.0,50.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,-18.0,06/16/2022,7.25
Nik Stauskas,1:03,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,06/16/2022,0.0
Luke Kornet,1:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,06/16/2022,0.75
Sam Hauser,1:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,06/16/2022,0.0
Aaron Nesmith,1:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,06/16/2022,0.0
Juwan Morgan,1:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/16/2022,0.0
