,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Jayson Tatum,42:43,17.0,32.0,53.1,7.0,15.0,46.7,5.0,7.0,71.4,0.0,9.0,9.0,4.0,0.0,1.0,4.0,2.0,46.0,21.0,05/13/2022,66.75
Grant Williams,28:02,0.0,3.0,0.0,0.0,1.0,0.0,2.0,5.0,40.0,0.0,5.0,5.0,1.0,2.0,0.0,1.0,5.0,2.0,9.0,05/13/2022,13.25
Al Horford,38:14,1.0,6.0,16.7,0.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,10.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,05/13/2022,28.5
Jaylen Brown,40:41,7.0,16.0,43.8,4.0,7.0,57.1,4.0,7.0,57.1,2.0,3.0,5.0,4.0,0.0,1.0,2.0,2.0,22.0,2.0,05/13/2022,37.25
Marcus Smart,40:12,8.0,16.0,50.0,5.0,9.0,55.6,0.0,0.0,0.0,2.0,3.0,5.0,7.0,0.0,0.0,0.0,2.0,21.0,11.0,05/13/2022,40.25
Derrick White,29:46,3.0,9.0,33.3,1.0,5.0,20.0,2.0,2.0,100.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,3.0,9.0,9.0,05/13/2022,22.75
Daniel Theis,10:25,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,05/13/2022,6.5
Payton Pritchard,7:23,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.0,05/13/2022,3.5
Aaron Nesmith,1:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,05/13/2022,1.25
Nik Stauskas,1:17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,05/13/2022,2.0
