,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jayson Tatum,29:26,6.0,15.0,40.0,3.0,10.0,30.0,6.0,6.0,100.0,2.0,7.0,9.0,6.0,0.0,0.0,3.0,4.0,21.0,7.0,10/14/2022,Toronto Raptors,41.25
Jaylen Brown,33:22,9.0,15.0,60.0,3.0,8.0,37.5,2.0,4.0,50.0,1.0,3.0,4.0,3.0,0.0,0.0,5.0,4.0,23.0,-9.0,10/14/2022,Toronto Raptors,31.5
Al Horford,29:20,3.0,8.0,37.5,3.0,7.0,42.9,4.0,4.0,100.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,13.0,4.0,10/14/2022,Toronto Raptors,29.5
Derrick White,25:53,6.0,8.0,75.0,5.0,6.0,83.3,6.0,7.0,85.7,1.0,2.0,3.0,2.0,1.0,0.0,0.0,6.0,23.0,7.0,10/14/2022,Toronto Raptors,34.25
Marcus Smart,33:08,4.0,7.0,57.1,1.0,3.0,33.3,6.0,7.0,85.7,1.0,2.0,3.0,3.0,1.0,0.0,4.0,1.0,15.0,-4.0,10/14/2022,Toronto Raptors,23.75
Grant Williams,30:54,3.0,12.0,25.0,2.0,6.0,33.3,3.0,4.0,75.0,1.0,4.0,5.0,0.0,0.0,2.0,4.0,5.0,11.0,5.0,10/14/2022,Toronto Raptors,20.25
Malcolm Brogdon,14:28,2.0,4.0,50.0,0.0,1.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,8.0,-6.0,10/14/2022,Toronto Raptors,10.5
Sam Hauser,22:23,1.0,8.0,12.5,1.0,7.0,14.3,0.0,0.0,0.0,2.0,5.0,7.0,2.0,0.0,0.0,0.0,3.0,3.0,-7.0,10/14/2022,Toronto Raptors,15.25
Blake Griffin,11:29,2.0,4.0,50.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,10/14/2022,Toronto Raptors,9.75
Payton Pritchard,17:17,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,-11.0,10/14/2022,Toronto Raptors,0.5
Noah Vonleh,9:41,2.0,2.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,10/14/2022,Toronto Raptors,11.0
Justin Jackson,7:39,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,10/14/2022,Toronto Raptors,11.0
