,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Kyle Wright, W (11-4)", 7 ,7,2,2,1,4,1,2.95,28,103,74,41,15,18,12,11,5,0,58,,,0.173, 1.19, 0.12%, 1.36, 1.4,82° F, Wind 8mph from Left to Right, Cloudy, No Precipitation.
"A.J. Minter, H (18)", 1 ,2,1,1,0,1,0,1.85,5,20,13,7,3,3,2,2,1,0,,0,0,0.010, 1.44, 0.01%, 1.64, -0.5,82° F, Wind 8mph from Left to Right, Cloudy, No Precipitation.
"Kenley Jansen, S (21)", 1 ,2,1,1,0,2,1,3.63,5,24,16,9,2,5,1,2,0,0,,0,0,0.088, 2.62, 0.06%, 3.00, -0.5,82° F, Wind 8mph from Left to Right, Cloudy, No Precipitation.
