,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Ian Anderson, W (8-5)", 5.1,5,1,1,3,5,0,4.79,23,101,60,36,12,12,7,8,3,0,56,,,0.120, 0.73, 0.08%, 0.79, 1.4,85° F, Wind 6mph from Right to Left, Cloudy, No Precipitation.
Collin McHugh, 0.2,0,0,0,0,0,0,3.10,3,15,9,5,3,1,0,2,0,0,,3,1,0.042, 1.32, 0.03%, 1.41, 0.6,85° F, Wind 6mph from Right to Left, Cloudy, No Precipitation.
Dylan Lee, 2 ,0,0,0,0,3,0,1.23,6,19,16,8,4,4,0,3,2,0,,0,0,0.017, 0.11, 0.01%, 0.12, 1.0,85° F, Wind 6mph from Right to Left, Cloudy, No Precipitation.
Will Smith, 0.2,3,3,3,2,0,0,3.89,7,29,17,15,0,2,0,5,1,0,,0,0,-0.014, 0.11,-0.01%, 0.12, -2.3,85° F, Wind 6mph from Right to Left, Cloudy, No Precipitation.
"A.J. Minter, S (5)", 0.1,0,0,0,1,1,0,1.83,2,10,5,3,1,1,0,0,0,0,,3,1,0.016, 0.96, 0.01%, 1.02, -0.2,85° F, Wind 6mph from Right to Left, Cloudy, No Precipitation.
