,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Max Fried, W (10-3)", 7 ,7,3,3,0,4,0,2.64,26,94,60,40,11,9,11,11,6,0,55,,,0.096, 1.02, 0.07%, 1.14, 0.4,88° F, Wind 4mph from Right to Left, Cloudy, No Precipitation.
"Jesse Chavez, H (7)", 1 ,0,0,0,0,0,0,2.90,3,14,8,6,0,2,0,3,1,0,,0,0,0.049, 0.65, 0.03%, 0.72, 0.5,88° F, Wind 4mph from Right to Left, Cloudy, No Precipitation.
"Kenley Jansen, S (22)", 1 ,0,0,0,0,0,0,3.53,3,10,7,7,0,0,1,2,0,0,,0,0,0.039, 0.51, 0.03%, 0.57, 0.5,88° F, Wind 4mph from Right to Left, Cloudy, No Precipitation.
