IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 5 ,5,2,2,5,5,0,2.56,25,99,55,34,6,15,4,10,5,0,49,,,0.025, 1.18, 0.02%, 1.90, 0.7,80° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
 2 ,2,0,0,0,1,0,1.35,7,24,18,12,4,2,4,2,1,0,,0,0,0.081, 0.60, 0.08%, 0.96, 1.1,80° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
 1 ,1,1,1,0,0,1,4.15,4,17,12,7,3,2,3,1,0,0,,0,0,-0.086, 0.55,-0.08%, 0.89, -0.5,80° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
 1 ,1,1,1,1,2,0,3.14,5,25,17,11,3,3,1,1,0,0,,0,0,-0.034, 0.32,-0.03%, 0.51, -0.5,80° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
