,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jaden McDaniels,18:43,4.0,5.0,80.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,10.0,3.0,10/04/2022,Miami Heat,14.75
Kyle Anderson,23:35,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,14.0,10/04/2022,Miami Heat,15.75
Naz Reid,18:26,3.0,6.0,50.0,1.0,3.0,33.3,2.0,4.0,50.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,5.0,9.0,-8.0,10/04/2022,Miami Heat,13.5
Anthony Edwards,22:47,9.0,15.0,60.0,2.0,6.0,33.3,4.0,4.0,100.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,24.0,6.0,10/04/2022,Miami Heat,34.75
Jaylen Nowell,23:20,6.0,11.0,54.5,2.0,5.0,40.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,14.0,11.0,10/04/2022,Miami Heat,19.75
Taurean Prince,20:23,6.0,11.0,54.5,3.0,7.0,42.9,4.0,5.0,80.0,0.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,19.0,5.0,10/04/2022,Miami Heat,31.25
Jordan McLaughlin,14:26,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,2.0,0.0,4.0,3.0,10/04/2022,Miami Heat,19.75
Nathan Knight,16:00,4.0,7.0,57.1,0.0,1.0,0.0,6.0,9.0,66.7,3.0,4.0,7.0,2.0,0.0,0.0,1.0,3.0,14.0,14.0,10/04/2022,Miami Heat,25.25
Austin Rivers,21:29,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,10/04/2022,Miami Heat,6.75
Bryn Forbes,17:48,4.0,6.0,66.7,2.0,3.0,66.7,5.0,6.0,83.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,15.0,8.0,10/04/2022,Miami Heat,18.0
Eric Paschall,13:18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,-2.0,10/04/2022,Miami Heat,2.75
Wendell Moore Jr.,10:14,1.0,2.0,50.0,0.0,1.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,-4.0,10/04/2022,Miami Heat,9.5
Josh Minott,9:17,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,-3.0,10/04/2022,Miami Heat,3.5
A.J. Lawson,5:47,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,-3.0,10/04/2022,Miami Heat,7.0
Luka Garza,4:27,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,10/04/2022,Miami Heat,4.5
