,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jaden McDaniels,33:31,4.0,8.0,50.0,2.0,4.0,50.0,5.0,6.0,83.3,1.0,3.0,4.0,0.0,3.0,2.0,0.0,6.0,15.0,-1.0,11/11/2022,Memphis Grizzlies,31.0
Karl-Anthony Towns,26:11,4.0,9.0,44.4,1.0,4.0,25.0,4.0,4.0,100.0,4.0,6.0,10.0,4.0,0.0,0.0,1.0,6.0,13.0,-5.0,11/11/2022,Memphis Grizzlies,31.5
Rudy Gobert,35:00,5.0,5.0,100.0,0.0,0.0,0.0,5.0,5.0,100.0,1.0,5.0,6.0,1.0,1.0,0.0,4.0,4.0,15.0,-9.0,11/11/2022,Memphis Grizzlies,24.0
Anthony Edwards,37:42,10.0,16.0,62.5,3.0,4.0,75.0,5.0,7.0,71.4,1.0,5.0,6.0,6.0,0.0,0.0,1.0,1.0,28.0,2.0,11/11/2022,Memphis Grizzlies,45.5
D'Angelo Russell,26:33,2.0,8.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,3.0,4.0,-8.0,11/11/2022,Memphis Grizzlies,16.5
Kyle Anderson,24:30,5.0,12.0,41.7,1.0,5.0,20.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,1.0,1.0,4.0,0.0,11.0,-5.0,11/11/2022,Memphis Grizzlies,28.25
Jordan McLaughlin,7:36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11/11/2022,Memphis Grizzlies,3.0
Taurean Prince,19:31,2.0,5.0,40.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,-8.0,11/11/2022,Memphis Grizzlies,7.5
Jaylen Nowell,11:18,1.0,7.0,14.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,-16.0,11/11/2022,Memphis Grizzlies,5.0
Bryn Forbes,18:09,4.0,8.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,10.0,-5.0,11/11/2022,Memphis Grizzlies,21.5
