,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jaden McDaniels,35:23,3.0,7.0,42.9,0.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,7.0,-8.0,10/30/2022,San Antonio Spurs,19.25
Karl-Anthony Towns,34:18,10.0,19.0,52.6,1.0,7.0,14.3,5.0,8.0,62.5,3.0,8.0,11.0,4.0,1.0,2.0,3.0,3.0,26.0,-22.0,10/30/2022,San Antonio Spurs,50.75
Rudy Gobert,27:21,4.0,11.0,36.4,0.0,0.0,0.0,1.0,3.0,33.3,6.0,6.0,12.0,0.0,1.0,2.0,1.0,2.0,9.0,-10.0,10/30/2022,San Antonio Spurs,29.5
Anthony Edwards,36:18,7.0,18.0,38.9,1.0,4.0,25.0,3.0,3.0,100.0,0.0,2.0,2.0,6.0,2.0,1.0,1.0,4.0,18.0,-3.0,10/30/2022,San Antonio Spurs,35.5
D'Angelo Russell,27:50,5.0,17.0,29.4,0.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,0.0,1.0,2.0,4.0,10.0,0.0,10/30/2022,San Antonio Spurs,23.25
Kyle Anderson,12:30,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,-3.0,10/30/2022,San Antonio Spurs,13.0
Jaylen Nowell,10:19,1.0,8.0,12.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-8.0,10/30/2022,San Antonio Spurs,2.0
Austin Rivers,4:44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,10/30/2022,San Antonio Spurs,1.25
Taurean Prince,23:24,4.0,5.0,80.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,9.0,6.0,10/30/2022,San Antonio Spurs,15.0
Bryn Forbes,19:20,1.0,6.0,16.7,0.0,2.0,0.0,2.0,2.0,100.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,4.0,-6.0,10/30/2022,San Antonio Spurs,12.75
Naz Reid,8:33,5.0,7.0,71.4,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0,12.0,10/30/2022,San Antonio Spurs,16.0
