,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Aaron Nesmith,17:31,4.0,6.0,66.7,1.0,3.0,33.3,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,4.0,9.0,-10.0,10/26/2022,Chicago Bulls,17.25
Jalen Smith,29:09,6.0,10.0,60.0,3.0,5.0,60.0,0.0,0.0,0.0,2.0,7.0,9.0,2.0,0.0,2.0,2.0,2.0,15.0,5.0,10/26/2022,Chicago Bulls,33.75
Myles Turner,24:18,1.0,7.0,14.3,0.0,4.0,0.0,3.0,3.0,100.0,2.0,4.0,6.0,2.0,1.0,4.0,2.0,2.0,5.0,-8.0,10/26/2022,Chicago Bulls,24.5
Buddy Hield,32:05,8.0,16.0,50.0,7.0,12.0,58.3,2.0,3.0,66.7,1.0,2.0,3.0,4.0,0.0,0.0,2.0,0.0,25.0,-3.0,10/26/2022,Chicago Bulls,37.25
Tyrese Haliburton,38:12,6.0,15.0,40.0,2.0,6.0,33.3,3.0,4.0,75.0,0.0,4.0,4.0,11.0,1.0,1.0,6.0,0.0,17.0,-2.0,10/26/2022,Chicago Bulls,40.5
Isaiah Jackson,19:44,4.0,4.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,1.0,0.0,1.0,0.0,3.0,8.0,-4.0,10/26/2022,Chicago Bulls,20.25
Bennedict Mathurin,26:32,3.0,11.0,27.3,0.0,3.0,0.0,9.0,10.0,90.0,1.0,1.0,2.0,4.0,2.0,0.0,2.0,2.0,15.0,-18.0,10/26/2022,Chicago Bulls,26.5
Chris Duarte,25:46,4.0,11.0,36.4,2.0,6.0,33.3,2.0,2.0,100.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,12.0,-2.0,10/26/2022,Chicago Bulls,20.25
Andrew Nembhard,8:40,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,-5.0,10/26/2022,Chicago Bulls,9.75
T.J. McConnell,11:38,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,-14.0,10/26/2022,Chicago Bulls,5.0
Terry Taylor,6:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-14.0,10/26/2022,Chicago Bulls,2.0
