,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Buddy Hield,28:22,8.0,15.0,53.3,5.0,11.0,45.5,1.0,2.0,50.0,2.0,6.0,8.0,2.0,0.0,1.0,4.0,3.0,22.0,10.0,11/12/2022,Toronto Raptors,37.5
Jalen Smith,25:14,6.0,11.0,54.5,3.0,7.0,42.9,1.0,2.0,50.0,0.0,5.0,5.0,2.0,0.0,0.0,3.0,3.0,16.0,9.0,11/12/2022,Toronto Raptors,25.25
Myles Turner,26:58,5.0,8.0,62.5,2.0,3.0,66.7,7.0,8.0,87.5,2.0,8.0,10.0,0.0,0.0,2.0,1.0,4.0,19.0,14.0,11/12/2022,Toronto Raptors,36.0
Andrew Nembhard,21:32,3.0,5.0,60.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,3.0,8.0,5.0,11/12/2022,Toronto Raptors,15.5
Tyrese Haliburton,39:09,3.0,14.0,21.4,2.0,9.0,22.2,0.0,1.0,0.0,1.0,5.0,6.0,15.0,2.0,1.0,3.0,2.0,8.0,26.0,11/12/2022,Toronto Raptors,43.5
T.J. McConnell,17:53,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,3.0,2.0,2.0,2.0,11/12/2022,Toronto Raptors,14.0
Aaron Nesmith,14:44,3.0,5.0,60.0,2.0,3.0,66.7,2.0,2.0,100.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,10.0,-4.0,11/12/2022,Toronto Raptors,18.0
Bennedict Mathurin,30:00,4.0,10.0,40.0,3.0,4.0,75.0,4.0,6.0,66.7,3.0,5.0,8.0,3.0,0.0,0.0,1.0,2.0,15.0,7.0,11/12/2022,Toronto Raptors,30.5
Isaiah Jackson,21:02,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,1.0,1.0,2.0,1.0,10.0,0.0,11/12/2022,Toronto Raptors,19.25
Oshae Brissett,14:53,3.0,6.0,50.0,0.0,3.0,0.0,2.0,2.0,100.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,8.0,3.0,11/12/2022,Toronto Raptors,10.75
Terry Taylor,0:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,11/12/2022,Toronto Raptors,0.0
