,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Klay Thompson,34:43,6.0,18.0,33.3,3.0,9.0,33.3,4.0,4.0,100.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,19.0,14.0,01/05/2024,Detroit Pistons,35.25,OKC @ BKN
Jonathan Kuminga,35:38,4.0,8.0,50.0,0.0,1.0,0.0,3.0,3.0,100.0,0.0,6.0,6.0,1.0,0.0,0.0,4.0,2.0,11.0,16.0,01/05/2024,Detroit Pistons,18.0,OKC @ BKN
Kevon Looney,12:28,1.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,4.0,6.0,01/05/2024,Detroit Pistons,10.5,OKC @ BKN
Stephen Curry,30:56,7.0,19.0,36.8,4.0,12.0,33.3,8.0,9.0,88.9,0.0,6.0,6.0,4.0,1.0,1.0,4.0,0.0,26.0,0.0,01/05/2024,Detroit Pistons,43.5,OKC @ BKN
Chris Paul,23:32,3.0,5.0,60.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,6.0,6.0,4.0,0.0,1.0,1.0,2.0,8.0,2.0,01/05/2024,Detroit Pistons,24.0,OKC @ BKN
Trayce Jackson-Davis,22:48,5.0,5.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,7.0,9.0,0.0,0.0,1.0,2.0,2.0,11.0,-2.0,01/05/2024,Detroit Pistons,23.25,OKC @ BKN
Brandin Podziemski,24:38,4.0,7.0,57.1,2.0,2.0,100.0,1.0,3.0,33.3,2.0,3.0,5.0,5.0,1.0,0.0,1.0,2.0,11.0,-3.0,01/05/2024,Detroit Pistons,27.25,OKC @ BKN
Andrew Wiggins,18:36,1.0,5.0,20.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,-5.0,01/05/2024,Detroit Pistons,8.5,OKC @ BKN
Dario Saric,22:29,6.0,10.0,60.0,3.0,5.0,60.0,2.0,2.0,100.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,17.0,-7.0,01/05/2024,Detroit Pistons,23.25,OKC @ BKN
Cory Joseph,8:37,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,01/05/2024,Detroit Pistons,6.5,OKC @ BKN
Moses Moody,5:35,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,01/05/2024,Detroit Pistons,1.25,OKC @ BKN
