,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Andrew Wiggins,16:58,1.0,6.0,16.7,0.0,2.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,-29.0,01/07/2024,Toronto Raptors,6.5,PHX @ LAC
Jonathan Kuminga,24:54,5.0,13.0,38.5,1.0,5.0,20.0,2.0,2.0,100.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0,13.0,-5.0,01/07/2024,Toronto Raptors,28.0,PHX @ LAC
Trayce Jackson-Davis,26:49,8.0,9.0,88.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,11.0,2.0,0.0,3.0,0.0,0.0,16.0,-3.0,01/07/2024,Toronto Raptors,38.75,PHX @ LAC
Klay Thompson,28:29,10.0,15.0,66.7,5.0,7.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,25.0,-16.0,01/07/2024,Toronto Raptors,31.0,PHX @ LAC
Stephen Curry,29:51,2.0,14.0,14.3,0.0,9.0,0.0,5.0,5.0,100.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,3.0,9.0,-17.0,01/07/2024,Toronto Raptors,18.25,PHX @ LAC
Kevon Looney,17:04,4.0,6.0,66.7,0.0,0.0,0.0,2.0,2.0,100.0,7.0,0.0,7.0,2.0,0.0,0.0,1.0,2.0,10.0,-7.0,01/07/2024,Toronto Raptors,21.25,PHX @ LAC
Brandin Podziemski,28:33,2.0,11.0,18.2,1.0,8.0,12.5,0.0,0.0,0.0,2.0,6.0,8.0,4.0,0.0,0.0,0.0,1.0,5.0,-9.0,01/07/2024,Toronto Raptors,21.5,PHX @ LAC
Moses Moody,21:36,7.0,9.0,77.8,4.0,6.0,66.7,3.0,3.0,100.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,21.0,-2.0,01/07/2024,Toronto Raptors,29.75,PHX @ LAC
Cory Joseph,14:25,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,-3.0,01/07/2024,Toronto Raptors,2.5,PHX @ LAC
Dario Saric,18:21,4.0,10.0,40.0,2.0,5.0,40.0,1.0,1.0,100.0,2.0,3.0,5.0,4.0,2.0,0.0,0.0,1.0,11.0,-4.0,01/07/2024,Toronto Raptors,28.25,PHX @ LAC
Jerome Robinson,6:30,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,01/07/2024,Toronto Raptors,2.75,PHX @ LAC
Lester Quinones,6:30,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,10.0,01/07/2024,Toronto Raptors,8.25,PHX @ LAC
