,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/16/2008,POR,POR @ PHX,W,240,100,36,76,47.4,6,15,40.0,22,27,81.5,10,47,57,28,3,3,13,17,9
04/14/2008,GSW,POR @ PHX,W,240,122,43,82,52.4,8,21,38.1,28,41,68.3,14,38,52,24,6,4,16,18,6
04/11/2008,HOU,GSW @ PHX,L,240,90,35,76,46.1,5,14,35.7,15,20,75.0,11,29,40,22,4,4,15,21,-11
04/09/2008,SAS,SEA @ SAS,W,240,96,40,77,51.9,4,11,36.4,12,15,80.0,6,34,40,19,7,7,12,12,17
04/08/2008,MEM,PHX @ MEM,W,240,127,48,85,56.5,10,25,40.0,21,21,100,7,27,34,25,6,3,10,17,14
04/06/2008,DAL,PHX @ MEM,L,240,98,37,87,42.5,6,15,40.0,18,22,81.8,10,32,42,25,4,3,11,19,-7
04/04/2008,MIN,MIN @ PHX,W,240,117,43,76,56.6,9,17,52.9,22,30,73.3,8,44,52,31,3,10,15,12,29
04/01/2008,DEN,PHX @ DEN,L,240,120,47,89,52.8,12,29,41.4,14,26,53.8,9,36,45,33,8,4,17,29,-6
03/31/2008,DEN,PHX @ DEN,W,240,132,44,91,48.4,11,24,45.8,33,36,91.7,14,36,50,23,9,1,11,23,15
03/29/2008,NJN,PHX @ DEN,W,240,110,38,77,49.4,5,14,35.7,29,41,70.7,9,34,43,29,7,3,17,27,6
03/28/2008,PHI,WAS @ SAC,W,240,107,41,80,51.3,9,20,45.0,16,22,72.7,11,28,39,33,5,9,17,25,14
03/26/2008,BOS,WAS @ SAC,L,240,97,38,68,55.9,4,13,30.8,17,19,89.5,4,23,27,27,6,3,21,20,-20
03/24/2008,DET,LAC @ DAL,L,265,105,40,80,50.0,5,13,38.5,20,24,83.3,8,30,38,24,4,3,16,19,-5
03/22/2008,HOU,IND @ CHI,W,240,122,39,69,56.5,6,14,42.9,38,40,95.0,6,35,41,24,3,7,16,23,9
03/19/2008,SEA,IND @ CHI,W,240,110,43,75,57.3,15,21,71.4,9,18,50.0,10,33,43,26,11,2,27,19,12
03/18/2008,POR,MIA @ MIL,W,240,111,44,80,55.0,10,24,41.7,13,19,68.4,10,36,46,30,6,5,14,23,13
03/15/2008,SAC,BOS @ MIL,W,240,127,48,79,60.8,11,19,57.9,20,36,55.6,8,38,46,28,7,5,15,20,28
03/13/2008,GSW,BOS @ MIL,W,240,123,45,82,54.9,12,24,50.0,21,28,75.0,11,35,46,27,2,8,16,18,8
03/11/2008,MEM,NYK @ MIA,W,240,132,56,94,59.6,4,15,26.7,16,19,84.2,8,37,45,35,3,8,11,26,21
03/09/2008,SAS,NYK @ MIA,W,240,94,37,81,45.7,3,14,21.4,17,20,85.0,12,40,52,21,3,8,14,21,7
03/07/2008,UTA,GSW @ ORL,L,240,118,43,86,50.0,9,27,33.3,23,33,69.7,10,22,32,25,3,6,14,29,-8
03/05/2008,DEN,MIN @ UTA,L,240,113,42,79,53.2,10,21,47.6,19,24,79.2,5,35,40,29,6,3,20,25,-13
03/04/2008,POR,MIN @ UTA,W,240,97,29,70,41.4,5,13,38.5,34,42,81.0,8,34,42,18,8,4,15,22,5
03/01/2008,PHI,CHI @ CLE,L,240,114,43,87,49.4,9,23,39.1,19,19,100,13,27,40,25,2,3,18,19,-5
02/27/2008,NOH,MIA @ LAL,L,240,103,35,73,47.9,9,18,50.0,24,30,80.0,5,31,36,28,2,7,18,20,-17
02/26/2008,MEM,MIA @ LAL,W,240,127,48,83,57.8,9,24,37.5,22,28,78.6,10,38,48,26,6,2,15,16,14
02/24/2008,DET,DET @ PHX,L,240,86,32,77,41.6,4,12,33.3,18,29,62.1,5,27,32,19,2,5,14,13,-30
02/22/2008,BOS,DET @ PHX,W,240,85,31,73,42.5,5,11,45.5,18,28,64.3,12,38,50,14,7,7,24,20,8
02/20/2008,LAL,TOR @ NYK,L,240,124,48,93,51.6,5,16,31.3,23,30,76.7,16,30,46,26,4,9,12,22,-6
02/14/2008,DAL,CHA @ SAS,W,240,109,41,72,56.9,5,14,35.7,22,26,84.6,8,29,37,24,5,7,12,24,12
02/13/2008,GSW,CHA @ SAS,L,240,118,45,87,51.7,7,21,33.3,21,26,80.8,16,33,49,28,5,1,19,16,-2
02/10/2008,WAS,CLE @ ORL,W,240,108,41,84,48.8,8,21,38.1,18,21,85.7,5,31,36,26,7,8,10,20,1
02/08/2008,SEA,SAS @ NYK,W,240,103,34,86,39.5,3,15,20.0,32,32,100,13,34,47,21,7,9,13,23,4
02/06/2008,NOH,SAS @ NYK,L,290,130,53,96,55.2,13,26,50.0,11,14,78.6,8,39,47,26,1,6,21,20,-2
02/04/2008,CHA,TOR @ MIA,W,240,118,42,81,51.9,16,36,44.4,18,21,85.7,8,28,36,30,6,7,14,23,14
01/31/2008,SAS,NOH @ SAC,L,240,81,27,71,38.0,5,21,23.8,22,31,71.0,4,34,38,19,13,5,16,25,-3
01/29/2008,ATL,NOH @ SAC,W,240,125,52,81,64.2,5,15,33.3,16,19,84.2,4,32,36,31,12,19,17,21,33
01/27/2008,CHI,SAS @ UTA,W,240,88,32,77,41.6,5,25,20.0,19,21,90.5,4,34,38,22,10,6,19,15,11
01/25/2008,CLE,MEM @ WAS,W,240,110,36,67,53.7,17,33,51.5,21,26,80.8,3,30,33,29,4,6,14,20,2
01/23/2008,MIN,MEM @ WAS,L,240,107,42,75,56.0,10,27,37.0,13,13,100,3,23,26,32,7,4,16,25,-10
01/22/2008,MIL,MEM @ WAS,W,240,114,40,81,49.4,11,24,45.8,23,25,92.0,9,26,35,23,11,7,14,18,9
01/20/2008,NJN,IND @ PHI,W,240,116,46,96,47.9,12,29,41.4,12,16,75.0,17,31,48,30,10,6,10,20,24
01/18/2008,MIN,IND @ PHI,W,240,115,44,81,54.3,11,26,42.3,16,20,80.0,3,37,40,32,4,3,7,20,20
01/17/2008,LAL,GSW @ CHI,W,240,106,42,81,51.9,9,18,50.0,13,16,81.3,9,36,45,37,12,11,24,22,8
01/15/2008,LAC,GSW @ CHI,L,240,90,35,86,40.7,9,27,33.3,11,14,78.6,8,28,36,25,7,4,15,18,-7
01/12/2008,MIL,CLE @ MEM,W,240,122,45,79,57.0,11,26,42.3,21,25,84.0,9,25,34,19,6,10,10,11,8
01/10/2008,UTA,CHI @ PHI,L,240,86,30,83,36.1,10,32,31.3,16,22,72.7,10,34,44,17,6,4,11,19,-22
01/09/2008,IND,CHI @ PHI,W,265,129,41,92,44.6,14,31,45.2,33,42,78.6,10,39,49,26,7,5,14,20,7
01/07/2008,DEN,MIL @ PHI,W,240,137,50,93,53.8,20,31,64.5,17,18,94.4,12,30,42,32,1,13,10,32,22
01/05/2008,NOH,MIL @ PHI,L,240,113,41,77,53.2,7,21,33.3,24,29,82.8,8,31,39,22,4,12,14,18,-5
01/03/2008,SEA,PHI @ LAL,W,240,104,36,81,44.4,8,20,40.0,24,35,68.6,10,39,49,25,6,9,11,18,8
12/30/2007,SAC,ORL @ CHI,W,240,117,44,96,45.8,11,27,40.7,18,26,69.2,18,29,47,30,7,6,9,20,15
12/28/2007,LAC,ORL @ CHI,W,240,94,38,79,48.1,5,20,25.0,13,23,56.5,6,39,45,26,3,16,14,23,6
12/27/2007,LAC,WAS @ NJN,W,240,108,41,78,52.6,6,16,37.5,20,22,90.9,3,43,46,30,5,9,18,26,20
12/25/2007,LAL,WAS @ NJN,L,240,115,42,89,47.2,10,24,41.7,21,32,65.6,11,27,38,31,7,7,10,23,-7
12/22/2007,TOR,SEA @ POR,W,240,122,45,86,52.3,11,25,44.0,21,29,72.4,10,31,41,32,1,7,7,17,19
12/19/2007,DAL,HOU @ DEN,L,240,105,43,82,52.4,3,7,42.9,16,19,84.2,7,28,35,27,11,7,18,21,-3
12/17/2007,SAS,HOU @ DEN,W,240,100,36,77,46.8,6,18,33.3,22,27,81.5,6,32,38,24,8,8,10,18,5
12/15/2007,NOH,GSW @ MEM,L,240,98,38,80,47.5,8,20,40.0,14,16,87.5,5,36,41,28,6,6,11,20,-3
12/12/2007,UTA,LAC @ MEM,W,240,103,40,87,46.0,4,17,23.5,19,21,90.5,15,29,44,22,9,13,16,19,5
12/10/2007,MIA,ATL @ ORL,L,240,113,46,95,48.4,13,33,39.4,8,13,61.5,9,20,29,32,8,9,9,19,-4
12/08/2007,MIN,ATL @ ORL,L,240,93,38,83,45.8,7,25,28.0,10,15,66.7,8,25,33,29,6,12,15,20,-7
12/07/2007,WAS,ATL @ ORL,W,240,122,50,91,54.9,11,28,39.3,11,15,73.3,9,33,42,42,6,4,12,10,15
12/05/2007,TOR,CHI @ DET,W,240,136,53,90,58.9,13,28,46.4,17,19,89.5,9,29,38,38,5,4,12,10,13
12/04/2007,IND,CHI @ DET,W,240,121,45,91,49.5,3,16,18.8,28,31,90.3,9,36,45,38,7,5,12,20,4
12/02/2007,NYK,DAL @ CHI,W,240,115,49,84,58.3,7,22,31.8,10,14,71.4,6,31,37,37,8,4,11,20,11
11/30/2007,ORL,SAS @ MIN,W,240,110,43,87,49.4,7,17,41.2,17,25,68.0,5,43,48,29,6,10,15,19,4
11/28/2007,HOU,SAS @ MIN,L,240,94,34,82,41.5,7,17,41.2,19,23,82.6,6,28,34,18,9,6,12,15,-6
11/26/2007,GSW,PHI @ MIL,L,240,114,43,88,48.9,8,19,42.1,20,24,83.3,15,33,48,31,6,3,20,20,-15
11/23/2007,LAC,LAC @ PHX,W,240,113,43,88,48.9,4,17,23.5,23,26,88.5,10,42,52,22,10,5,13,18,19
11/21/2007,SAC,LAC @ PHX,W,240,127,49,92,53.3,10,24,41.7,19,21,90.5,7,31,38,33,7,7,7,23,16
11/20/2007,SAC,CHI @ DEN,W,240,100,36,83,43.4,5,21,23.8,23,29,79.3,7,35,42,17,9,7,14,24,2
11/17/2007,HOU,CHI @ DEN,W,240,115,43,69,62.3,10,19,52.6,19,29,65.5,4,44,48,28,6,10,25,23,10
11/15/2007,CHI,IND @ TOR,W,240,112,41,81,50.6,10,24,41.7,20,27,74.1,7,33,40,29,11,10,16,20,10
11/13/2007,NYK,NJN @ BOS,W,240,113,41,73,56.2,7,19,36.8,24,30,80.0,9,29,38,23,11,8,19,20,11
11/10/2007,ORL,NJN @ BOS,W,240,106,45,94,47.9,12,29,41.4,4,5,80.0,10,32,42,29,5,2,11,16,10
11/09/2007,MIA,DEN @ IND,W,240,106,39,89,43.8,15,33,45.5,13,15,86.7,11,32,43,22,12,5,13,17,5
11/07/2007,ATL,DEN @ IND,L,240,96,35,86,40.7,11,27,40.7,15,17,88.2,10,30,40,21,5,3,15,18,-9
11/06/2007,CHA,MEM @ SEA,W,240,115,45,90,50.0,9,24,37.5,16,21,76.2,14,31,45,31,9,2,10,25,32
11/04/2007,CLE,MEM @ SEA,W,240,103,40,89,44.9,5,21,23.8,18,25,72.0,9,31,40,18,10,4,11,16,11
11/02/2007,LAL,IND @ MEM,L,240,98,37,87,42.5,9,28,32.1,15,22,68.2,9,25,34,20,10,9,14,16,-21
11/01/2007,SEA,IND @ MEM,W,240,106,42,84,50.0,11,33,33.3,11,17,64.7,5,39,44,31,11,2,20,14,7
